distMark,water,crop,urban,year
0,9.999974051,0,40.74970974,2001
1,9.499957488,0,35.24973906,2001
2,9.999974051,0,34.24970108,2001
3,9.999974051,0,33.24980626,2001
4,10.99997412,0,33.24983528,2001
5,10.9999742,0,34.24973818,2001
6,10.5000314,0,36.49982874,2001
7,10.25000739,0,38.49973164,2001
8,9.249972243,0,39.49989173,2001
9,8.500005211,0,36.49994723,2001
10,8.750005082,0,32.24990403,2001
11,8.750021731,0,28.49988947,2001
12,9.250005027,0,23.74989623,2001
13,9.500005062,0,20.4998963,2001
14,10.25002163,0,17.25000108,2001
15,10.25000504,0,15.75002436,2001
16,10.50000511,0,13.4999885,2001
17,11.00002151,0,12.24998359,2001
18,11.25000503,0,12.25007839,2001
19,11.74999355,0,10.99995973,2001
20,12.00000509,0,9.500074197,2001
21,11.75003329,0,9.500010145,2001
22,12.25003315,0,10.75001821,2001
23,12.25003319,0.5,12.00012119,2001
24,12.25004474,0.5,12.50012119,2001
25,12.50002808,0.75,12.50012119,2001
26,12.000028,2.250016412,12.50012119,2001
27,12.25001131,3.750016536,12.50012119,2001
28,12.00002779,5.500039662,12.50012119,2001
29,12.00001112,8.00006379,12.50012119,2001
30,12.50001633,10.0000472,12.25012119,2001
31,12.25001651,13.25007401,12.00012124,2001
32,12.25001121,17.24997531,10.2501502,2001
33,12.00000482,20.75011883,8.750126223,2001
34,12.49998836,25.0001017,6.500142746,2001
35,14.99985029,28.00012768,4.250126102,2001
36,17.25004976,28.00017225,2.750005106,2001
37,17.50005031,26.50013546,3.750000061,2001
38,17.25009201,24.50003679,6.249978152,2001
39,16.75009198,25.25008828,6.500070166,2001
40,15.75009195,29.00020387,6.500070166,2001
41,15.00008045,33.50042798,6.500070166,2001
42,15.00008038,38.5011275,6.500070166,2001
43,15.25008035,41.75048335,6.500070166,2001
44,17.00010237,44.25044831,6.500070166,2001
45,18.2500196,48.75037329,6.500070166,2001
46,18.25001947,57.75041107,6.500070166,2001
47,18.25001961,67.25061148,6.250081667,2001
48,15.24996273,75.25048665,4.750125569,2001
49,12.50003128,81.50058594,3.250073764,2001
50,12.50004291,86.50124879,2.250028241,2001
51,12.50007645,88.75090457,2.250028241,2001
52,13.00007645,86.00065972,2.250016741,2001
53,13.75000949,83.75047694,2.000016737,2001
54,14.75002519,78.75061066,2.000016737,2001
55,15.4999734,75.00076641,1.999978061,2001
56,14.49997824,74.50060338,2.250000044,2001
57,13.24997817,73.25090255,2.499961347,2001
58,13.74996678,70.75014921,1.75000004,2001
59,13.49997831,66.50000319,1.25000004,2001
60,15.00009081,60.74989445,1.25000004,2001
61,15.50019512,56.49994536,1.25000004,2001
62,17.00049161,51.74991455,1.25000004,2001
63,18.75044583,48.49995727,1.25000004,2001
64,20.50031986,45.74990254,1.25000004,2001
65,21.00027465,42.00009624,1.25000004,2001
66,21.00029698,39.25009214,1.25000004,2001
67,20.75034702,41.75014923,1.25000004,2001
68,20.00036327,43.75015686,1.25000004,2001
69,20.0003859,49.25006229,0.749983208,2001
70,19.75034703,56.25015637,0.500000015,2001
71,19.50041414,64.50111927,0.500000015,2001
72,20.75035851,69.49990591,0.500000015,2001
73,22.7503808,74.75029006,0.500000015,2001
74,24.75055125,75.24972321,0.500000015,2001
75,24.75027058,75.49942418,0.500000015,2001
76,24.75019767,76.24996066,0.500000015,2001
77,24.0000526,75.99958542,0.500000015,2001
78,23.24963463,74.99969772,0.500000015,2001
79,22.49957304,74.25005306,0.25,2001
80,22.24951187,71.74966782,0,2001
81,21.99952353,70.50035803,0.25,2001
82,22.9995035,71.75084442,0.500000001,2001
83,23.24944659,73.50067019,1.000000003,2001
84,23.49938617,73.50044613,2.749988452,2001
85,23.99939783,70.25019569,3.749994822,2001
86,23.74938017,68.75009962,4.249994944,2001
87,22.4992842,66.99968835,6.250006437,2001
88,21.49954102,67.25009312,8.74998975,2001
89,20.49976988,63.75003099,11.49988616,2001
90,19.50007359,60.49950145,15.74967878,2001
91,18.50003803,59.24985287,16.99953491,2001
92,17.25015386,55.4998559,16.99953491,2001
93,16.00015982,52.25017329,16.49953491,2001
94,15.50020902,50.75013917,16.49953491,2001
95,14.50021958,48.75033131,16.49953491,2001
96,15.75021454,48.25014287,16.74953491,2001
97,16.75032909,51.25056539,16.99957978,2001
98,16.50039817,55.75026884,16.99953502,2001
99,16.75030201,61.75008009,16.49959111,2001
100,16.25035734,69.99971283,13.74936764,2001
101,15.74977566,75.75049181,10.99972996,2001
102,15.2499253,80.25112862,9.749970695,2001
103,15.00004025,84.75078678,7.50005133,2001
104,15.25010944,87.99999518,5.750079548,2001
105,16.00013818,90.74994028,5.500079548,2001
106,15.75001704,94.49976441,5.500079548,2001
107,14.99992148,97.50004435,5.500079548,2001
108,14.75000499,101.9999541,5.500079548,2001
109,15.2500052,103.2504093,5.000073173,2001
110,14.49994812,108.5003552,3.000001194,2001
111,14.99995956,107.7495073,1.750028243,2001
112,15.50003248,109.9998607,1.750028243,2001
113,15.25003865,111.2503836,1.750028243,2001
114,15.00001055,112.2508067,1.750028243,2001
115,15.25003875,113.4992679,0.750016719,2001
116,15.00003893,113.7497038,0,2001
117,15.25005043,115.2501201,0,2001
118,14.75005054,113.748975,0,2001
119,14.50005053,114.2496751,0,2001
120,14.25007874,114.4999399,0,2001
121,13.75005042,113.250021,0.25,2001
122,13.74996505,111.4989638,0.25,2001
123,13.24986734,111.7496145,0.25,2001
124,13.49969055,109.9996545,0.25,2001
125,12.4996729,111.4999347,0.25,2001
126,11.74963897,111.9998127,0.25,2001
127,11.49971376,112.7501622,0.25,2001
128,10.99963395,112.2497555,0.25,2001
129,10.9996053,110.7496825,0.25,2001
130,10.49961066,108.5006958,0.25,2001
131,10.74963929,106.7497917,0.25,2001
132,11.49950749,103.7498993,0.25,2001
133,11.99944405,99.99982896,0.25,2001
134,12.74959315,94.74990103,0.25,2001
135,13.74970175,93.74958506,0,2001
136,14.49979341,91.74959822,0.25,2001
137,15.24978806,89.50041162,1.000000002,2001
138,16.24977129,84.75016603,5.499978089,2001
139,17.49965617,79.50062305,9.999949332,2001
140,18.99936965,73.7503103,15.99995473,2001
141,20.74958173,68.00018897,21.75000138,2001
142,21.99965019,60.75030467,29.25034059,2001
143,22.24953048,52.50034945,37.25030629,2001
144,22.74971372,46.49968675,45.75002337,2001
145,22.49979407,40.50025111,53.2499733,2001
146,20.99970825,38.00032409,58.50001354,2001
147,20.74979382,37.99989175,61.74995618,2001
148,20.24982839,36.24949152,63.2499121,2001
149,20.24987264,33.75003985,65.74983749,2001
150,21.99970101,34.00008003,66.24983476,2001
151,22.24993149,33.00006279,65.24988114,2001
152,23.00010261,31.75000581,63.00016087,2001
153,22.99998869,31.50001184,60.25060322,2001
154,21.99995401,30.75003982,55.00045804,2001
155,19.75007825,34.00007726,49.25006781,2001
156,18.25035719,41.25002637,42.5001133,2001
157,17.50052933,51.99997883,36.75020489,2001
158,18.00054028,61.00010739,28.0001821,2001
159,17.50113679,70.25018565,20.00015359,2001
160,17.50502905,79.2502336,12.75028589,2001
161,17.75493421,85.25043324,8.750027902,2001
162,18.00496199,90.50000937,4.499977208,2001
163,17.50500631,94.75073261,2.249904044,2001
164,18.25501149,99.00022299,2.249904044,2001
165,18.75493775,96.75059437,2.249904044,2001
166,19.25495039,100.0006454,2.249904044,2001
167,19.50363838,99.75044017,2.249904044,2001
168,19.50104102,100.2506171,2.249904044,2001
169,20.00038308,97.74961917,2.249904044,2001
170,20.25026607,99.00015363,2.249904044,2001
171,19.9999928,98.50030165,2.249904044,2001
172,19.99993175,101.249698,2.249904044,2001
173,19.7499654,101.2496131,2.499904044,2001
174,20.25001596,101.2497977,2.499988655,2001
175,20.74993214,100.2497342,3.74996027,2001
176,19.99997265,97.74931442,5.50001137,2001
177,19.74989294,98.24905575,6.750051134,2001
178,17.74989318,99.24950092,6.750051134,2001
179,15.2497908,102.999814,7.500034192,2001
180,13.49983611,106.4999952,8.250051143,2001
181,12.24987595,110.4997583,8.749954716,2001
182,11.49998927,113.0000238,8.999886588,2001
183,11.50030126,114.750518,8.999886588,2001
184,11.25051171,115.9999261,8.999886588,2001
185,11.25043764,114.750461,8.999886588,2001
186,11.50047739,116.2499852,8.999886588,2001
187,10.50046023,119.4996789,6.499897983,2001
188,9.500426012,122.749654,4.749926413,2001
189,9.000426338,124.249605,3.999858216,2001
190,9.25055687,125.0005798,3.249835505,2001
191,9.750607989,125.2499779,2.999835505,2001
192,9.500591115,123.9993006,2.999835505,2001
193,9.750250123,123.7496837,4.249920548,2001
194,10.00009094,119.9988715,7.249999645,2001
195,10.49997731,118.4996686,7.499988502,2001
196,10.7498809,119.7496529,6.9999885,2001
197,11.49995472,117.2493751,7.249988444,2001
198,11.99997745,119.2497719,6.999988543,2001
199,12.74995467,118.5007407,6.499988449,2001
200,13.75001136,119.4999732,6.249988449,2001
201,14.50001134,116.7501888,6.249988449,2001
202,15.75000582,114.0008363,6.249988449,2001
203,16.74997185,111.7508305,6.249988449,2001
204,17.25000017,113.0003597,6.249988449,2001
205,16.75001128,114.2498318,5.499988469,2001
206,16.75001128,116.7500867,3.750005631,2001
207,16.99994324,119.2502692,1.750005632,2001
208,17.74994329,119.7500833,0,2001
209,17.49999996,118.499643,0.750000005,2001
210,17.24997725,116.7493267,0.750000005,2001
211,17.24992052,116.7502207,0.750000005,2001
212,17.49993755,114.7495654,0.750000005,2001
213,18.49992574,114.4995646,0.750000005,2001
214,19.49984023,112.7494835,0.750000005,2001
215,20.49989143,113.2496816,0.750000005,2001
216,20.74989149,113.9997097,0.750000005,2001
217,19.74981794,112.9995125,0.750000005,2001
218,19.49980658,112.7497052,0.750000005,2001
219,19.99980671,115.2499427,0.750000005,2001
220,20.99980116,113.7503338,0.750000005,2001
221,22.24980169,113.7503597,0.500000001,2001
222,22.74980117,113.5001651,0,2001
223,23.49980117,114.4999322,0,2001
224,24.49987481,114.4999198,0,2001
225,27.49978003,109.4999817,0,2001
226,30.99994954,103.7497817,0.25,2001
227,31.75000666,98.24994161,0.750000001,2001
228,30.50013809,94.4999712,4.499948712,2001
229,28.75013796,91.4997601,7.999988206,2001
230,26.50010442,85.24995915,11.75001749,2001
231,24.25010442,82.74986953,14.75001728,2001
232,22.75010441,80.99946295,15.00001853,2001
233,21.7501045,78.25009791,15.00001853,2001
234,21.75013286,81.49998974,12.49996717,2001
235,24.00011558,81.75014057,10.74996708,2001
236,25.50024207,78.00029715,10.49996708,2001
237,26.00017362,75.75041499,10.49996708,2001
238,28.00014606,73.25098859,10.49996708,2001
239,30.00020254,74.75011785,8.999971654,2001
240,30.00001037,77.75002776,6.749943394,2001
241,27.24979092,80.74986541,3.749994921,2001
242,25.74975735,81.24973499,1.250000001,2001
