distMark,water,crop,urban,year
0,9.999974051,0,42.49972545,2006
1,9.499957488,0,36.99975478,2006
2,9.999974051,0,35.9997168,2006
3,9.999974051,0,34.74982677,2006
4,10.99997412,0,34.74985579,2006
5,10.9999742,0,35.74975869,2006
6,10.5000314,0,37.99984925,2006
7,10.25000739,0,39.99975215,2006
8,9.249972243,0,41.24988906,2006
9,8.500005211,0,38.499933,2006
10,8.750005082,0,34.99992472,2006
11,8.750021731,0,31.99991023,2006
12,9.250005027,0,27.49979821,2006
13,9.500005062,0,23.74985047,2006
14,10.25002163,0,20.24990566,2006
15,10.25000504,0,18.74992894,2006
16,10.50000511,0,16.49989308,2006
17,11.00002151,0,15.24988816,2006
18,11.25000503,0,14.99998288,2006
19,11.74999355,0,12.99988748,2006
20,12.00000509,0,11.25000932,2006
21,11.75003329,0,10.7499835,2006
22,12.25003315,0,11.49998997,2006
23,12.25003319,0.25,12.99999006,2006
24,12.25004474,0.5,13.50000151,2006
25,12.50002808,0.75,13.50000151,2006
26,12.000028,1.500000002,13.50000151,2006
27,12.25001131,3.749988381,13.50000151,2006
28,12.00002779,5.749996054,13.50000151,2006
29,12.00001112,9.749973348,13.50000151,2006
30,12.50001633,11.9999667,13.25000151,2006
31,12.25001651,16.75000025,13.00000156,2006
32,12.25001121,20.99994627,11.25003052,2006
33,12.00000482,25.75000752,9.750028279,2006
34,12.49998836,30.2499902,7.250044765,2006
35,14.99985029,33.24988815,5.000028121,2006
36,17.49999788,33.24980303,3.250028839,2006
37,17.74994662,30.49992343,4.249924747,2006
38,17.49998831,27.49988593,7.24994679,2006
39,16.99998828,25.74992315,8.750045224,2006
40,15.99998826,25.00002665,9.500016902,2006
41,15.24997676,27.5002775,9.500016902,2006
42,15.24997669,32.50091655,9.500016902,2006
43,15.49997665,38.00022695,9.500016902,2006
44,17.24999868,44.25028459,9.500016902,2006
45,18.4999159,52.00019855,9.500016902,2006
46,18.49991577,61.75015595,9.500016902,2006
47,18.49991592,73.00064441,8.500102093,2006
48,15.49985903,82.75068582,6.000125137,2006
49,12.74992766,89.00022788,4.000057042,2006
50,12.74993928,94.75093178,3.000027978,2006
51,12.74997282,97.25086299,3.000027978,2006
52,13.24997283,95.5002585,3.500016758,2006
53,13.99990587,93.5002109,3.750016395,2006
54,14.99992157,90.00036149,4.249971531,2006
55,15.74992159,87.50055849,4.249932783,2006
56,14.49997824,85.75046872,4.499932969,2006
57,13.24997817,84.75076156,4.499949808,2006
58,13.74996678,83.74997337,3.49993304,2006
59,13.49997831,84.24974032,2.249971803,2006
60,15.00009081,81.74965454,1.50000004,2006
61,15.50019512,79.4995601,1.25000004,2006
62,17.00049161,73.99957243,1.25000004,2006
63,18.75044583,68.24954358,1.25000004,2006
64,20.50031986,62.74966268,1.25000004,2006
65,21.00027465,57.99982244,1.25000004,2006
66,21.00029698,54.00064255,1.25000004,2006
67,20.75034702,56.75056773,1.25000004,2006
68,20.00036327,58.49996205,1.25000004,2006
69,20.0003859,64.74977393,0.749983208,2006
70,19.75034703,70.24977537,0.500000015,2006
71,19.50041414,76.000848,0.500000015,2006
72,20.75035851,80.24929079,0.500000015,2006
73,22.7503808,83.49987611,0.500000015,2006
74,24.75055125,83.24933698,0.500000015,2006
75,25.00027682,82.24912348,0.500000015,2006
76,25.00019776,83.9992875,0.500000015,2006
77,24.25005269,84.24923695,0.500000015,2006
78,23.49963471,83.99926978,0.500000015,2006
79,22.74957312,82.50017046,0.25,2006
80,22.49951196,80.24968758,0,2006
81,22.24952361,78.75042811,0.25,2006
82,23.24950359,80.25115199,0.500000001,2006
83,23.49944668,82.50082328,1.000000003,2006
84,23.74938626,82.50093895,2.749988452,2006
85,24.24939792,79.25052194,3.749994822,2006
86,23.99938025,77.75062859,4.249994944,2006
87,22.74928428,76.25049115,6.250006437,2006
88,21.74954624,76.25094828,8.999939671,2006
89,20.49976988,72.25051401,11.74978772,2006
90,19.50007359,69.00071035,15.99958034,2006
91,18.50003803,66.5007547,17.24943646,2006
92,17.25015386,62.25072724,17.24943646,2006
93,16.00015982,58.50079378,17.24943646,2006
94,15.50020902,56.25067907,17.24943646,2006
95,14.50021958,54.75089457,17.24943646,2006
96,15.75021454,53.75068801,17.49943646,2006
97,16.75032909,56.25073615,17.74948134,2006
98,16.50039817,61.0002283,17.74943657,2006
99,16.75030201,66.250055,17.24954738,2006
100,16.25035734,73.49967206,14.24936764,2006
101,15.74977566,79.00046886,11.49972996,2006
102,15.2499253,82.75080579,10.2499707,2006
103,15.00004025,87.25060789,8.000051331,2006
104,15.25010944,89.99991997,6.25007955,2006
105,16.00013818,92.99990012,6.00007955,2006
106,15.75001704,97.99989564,6.00007955,2006
107,14.99992148,101.5000329,5.500079548,2006
108,14.75000499,106.4999835,5.500079548,2006
109,15.2500052,108.0006797,5.000073173,2006
110,14.49994812,113.2503623,3.000001194,2006
111,14.99995956,114.4995147,1.750028243,2006
112,15.50003248,117.4998315,1.750028243,2006
113,15.25003865,118.7504736,1.750028243,2006
114,15.00001055,119.2507236,1.750028243,2006
115,15.25003875,120.9992329,0.750016719,2006
116,15.00003893,121.9997612,0,2006
117,15.25005043,123.500213,0,2006
118,14.75005054,121.249066,0,2006
119,14.50005053,121.499695,0,2006
120,14.25007874,121.7504304,0,2006
121,13.75005042,119.7504664,0.25,2006
122,13.74996505,117.4990942,0.25,2006
123,13.24986734,117.2500087,0.25,2006
124,13.49969055,115.4997843,0.25,2006
125,12.4996729,116.750656,0.25,2006
126,11.74963897,116.2499602,0.25,2006
127,11.49971376,118.2502752,0.25,2006
128,10.99963395,118.2500567,0.25,2006
129,10.9996053,117.749848,0.25,2006
130,10.49961066,115.0010444,0.25,2006
131,10.74963929,113.2497612,0.25,2006
132,11.49950749,110.4999777,0.25,2006
133,11.99944405,107.749802,0.25,2006
134,12.74959315,102.9997827,0.25,2006
135,13.74970175,101.4996364,0,2006
136,14.49979341,98.49967659,0.25,2006
137,15.24978806,97.00077178,1.000000002,2006
138,16.24977129,92.00056674,5.499978089,2006
139,17.49965617,86.50107034,9.999949332,2006
140,18.99936965,80.50068778,15.99995473,2006
141,20.74958173,74.75050642,21.75000138,2006
142,21.99965019,66.75059726,29.25034059,2006
143,22.24953048,57.7507049,37.49990393,2006
144,22.74971372,52.00010755,46.00002338,2006
145,22.49979407,45.7505738,53.74991531,2006
146,20.99970825,43.00053039,58.99995555,2006
147,20.74979382,42.75003485,62.49984643,2006
148,20.24982839,41.49957853,63.99961333,2006
149,20.24987264,38.50010943,66.74973402,2006
150,21.99970101,38.50012027,67.74969217,2006
151,22.24993149,37.75010346,66.74977761,2006
152,23.00010261,37.49981196,64.7501146,2006
153,22.99998869,36.99990385,63.75004562,2006
154,21.99995401,36.4999789,59.50041829,2006
155,19.75007825,39.50005261,54.00002806,2006
156,18.25035719,46.49986029,47.00010183,2006
157,17.50052933,56.99942854,41.00018197,2006
158,18.00054028,65.99958529,31.50014235,2006
159,17.50113679,76.24999152,23.00011907,2006
