distMark,water,crop,urban,year
0,9.999974051,0.000000000,42.749823448,2009
1,9.499957488,0.000000000,37.249852774,2009
2,9.999974051,0.000000000,36.249814795,2009
3,9.999974051,0.000000000,35.249941171,2009
4,10.999974123,0.000000000,35.249942071,2009
5,10.999974203,0.000000000,36.249844968,2009
6,10.500031395,0.000000000,38.499935525,2009
7,10.250007385,0.000000000,40.499838427,2009
8,9.249972243,0.000000000,41.749975342,2009
9,8.500005211,0.000000000,39.750035853,2009
10,8.750005082,0.000000000,37.000004599,2009
11,8.750021731,0.000000000,34.499985348,2009
12,9.250005027,0.000000000,30.249990004,2009
13,9.500005062,0.000000000,26.749956186,2009
14,10.250021633,0.000000000,23.249958785,2009
15,10.250005041,0.000000000,21.499965635,2009
16,10.500005107,0.000000000,19.249913159,2009
17,11.000021506,0.000000000,17.749936416,2009
18,11.250005033,0.000000000,17.500031144,2009
19,11.749993548,0.000000000,15.500028293,2009
20,12.000005094,0.000000000,12.750305025,2009
21,11.750033292,0.000000000,11.500054997,2009
22,12.250033151,0.000000000,12.000039956,2009
23,12.250033185,0.000000000,13.250040045,2009
24,12.250044743,0.000000000,14.250068141,2009
25,12.500028078,0.000000000,14.250068141,2009
26,12.000028001,0.500000000,14.250068141,2009
27,12.250011312,2.750016712,14.250068141,2009
28,12.000027793,5.000063515,14.250068141,2009
29,12.000011121,8.250040749,14.250068141,2009
30,12.500016334,11.750005969,14.000068141,2009
31,12.250016506,16.750451999,13.750068190,2009
32,12.250011206,21.500176551,12.000097148,2009
33,12.000004819,28.000140187,10.250044925,2009
34,12.499988355,32.750101811,7.750061411,2009
35,14.999850285,35.500008245,5.500044768,2009
36,17.499997877,35.999940988,3.750045604,2009
37,17.749946615,32.750078204,4.499924747,2009
38,17.499988310,28.749946501,7.249946790,2009
39,16.999988279,25.249990883,9.500074362,2009
40,15.999988255,23.000087195,10.750080625,2009
41,15.249976758,23.500182021,11.750069128,2009
42,15.249976686,27.500439807,11.750069128,2009
43,15.499976652,32.500240855,11.750069128,2009
44,17.249998678,41.000232607,11.750069128,2009
45,18.499915904,50.250255050,11.750069128,2009
46,18.499915774,61.500372257,11.750069128,2009
47,18.499915917,74.250531486,9.750085616,2009
48,15.499859032,83.250529573,6.500108851,2009
49,12.749927656,88.250351234,4.500056716,2009
50,12.749939281,93.001558015,3.250027896,2009
51,12.749972822,94.000982744,3.500027961,2009
52,13.249972825,91.250566322,4.249999782,2009
53,13.999905867,88.500548443,4.999999816,2009
54,14.999921569,83.250508038,6.249983283,2009
55,15.749921589,81.750651505,6.249944608,2009
56,14.499978235,80.500405609,6.499944631,2009
57,13.249978172,78.500638992,6.749944617,2009
58,13.749966778,78.249872904,5.749872925,2009
59,13.499978310,78.249720579,3.999944574,2009
60,15.000090808,76.249557698,2.499983294,2009
61,15.500195124,74.249501102,1.250000040,2009
62,17.000491613,69.499362816,1.250000040,2009
63,18.750445827,64.999428008,1.250000040,2009
64,20.500319859,59.749547003,1.250000040,2009
65,21.000274647,54.749667534,1.250000040,2009
66,21.000296975,51.500393582,1.250000040,2009
67,20.750347018,54.250325625,1.250000040,2009
68,20.000363271,55.999730544,1.250000040,2009
69,20.000385900,61.999653948,0.749983208,2009
70,19.750347026,67.749623086,0.500000015,2009
71,19.500414141,75.500683633,0.500000015,2009
72,20.750358511,80.499115286,0.500000015,2009
