distMark,water,crop,urban,year
0,9.999974051,0.250000000,42.999811783,2014
1,9.499957488,0.250000000,37.249852774,2014
2,9.999974051,0.250000000,36.499814772,2014
3,9.999974051,0.250000000,35.499929505,2014
4,10.999974123,0.250000000,35.499912941,2014
5,10.999974203,0.250000000,36.499815838,2014
6,10.500031395,0.250000000,38.749906396,2014
7,10.250007385,0.250000000,40.749809297,2014
8,9.249972243,0.250000000,42.499939327,2014
9,8.500005211,0.000000000,41.750011580,2014
10,8.750005082,0.000000000,39.999976478,2014
11,8.750021731,0.000000000,37.999897748,2014
12,9.250005027,0.000000000,34.249883378,2014
13,9.500005062,0.000000000,30.749976943,2014
14,10.250021633,0.000000000,27.249979738,2014
15,10.250005041,0.000000000,25.250015579,2014
16,10.500005107,0.000000000,22.999963175,2014
17,11.000021506,0.000000000,21.499986438,2014
18,11.250005033,0.000000000,21.250185955,2014
19,11.749993548,0.000000000,19.750240720,2014
20,12.000005094,0.000000000,16.001023233,2014
21,11.750033292,0.250000000,13.749967191,2014
22,12.250033151,0.500000000,13.750068182,2014
23,12.250033185,0.749999936,14.750016232,2014
24,12.250044743,0.749999936,15.750016029,2014
25,12.500028078,0.499999935,15.750016029,2014
26,12.000028001,0.749999936,15.750016029,2014
27,12.250011312,2.249999934,15.750016029,2014
28,12.000027793,4.250033235,15.750016029,2014
29,12.000011121,7.500062513,15.750016029,2014
30,12.500016334,10.750032233,15.500016028,2014
31,12.250016506,15.500308797,15.250016078,2014
32,12.250011206,20.000093784,13.000039895,2014
33,12.000004819,25.250133748,10.999987732,2014
34,12.499988355,29.000129020,8.499987672,2014
35,14.999850285,31.000023578,5.999987637,2014
36,17.250049760,29.749985221,4.249988486,2014
37,17.500050311,27.000047319,4.749924752,2014
38,17.250092005,22.750053469,7.249946790,2014
39,16.750091975,19.500080557,10.000057118,2014
40,15.750091951,16.500127641,12.000108870,2014
41,15.000080454,17.249986608,13.000085893,2014
42,15.000080382,22.249854224,13.000085893,2014
43,15.250080348,25.749864194,13.000085893,2014
44,17.000102374,32.249833226,13.000085893,2014
45,18.250019600,40.249872614,13.000085893,2014
46,18.250019470,51.999818123,13.000085893,2014
47,18.250019613,64.249851385,10.000102323,2014
48,15.249962728,73.250032373,6.750097355,2014
49,12.500031283,77.249927700,4.750056782,2014
50,12.500042907,82.250981835,3.500027897,2014
51,12.500076448,84.750268493,3.750028027,2014
52,13.000076451,82.999741261,4.500016489,2014
53,13.750009493,80.499896198,5.250016522,2014
54,14.750025194,77.499848479,6.500000034,2014
55,15.499973400,76.000088370,6.499961359,2014
56,14.499978235,75.249981787,7.249933147,2014
57,13.249978172,72.500261897,7.499949877,2014
58,13.749966778,71.749985836,6.499878185,2014
59,13.499978310,72.749765141,4.499878105,2014
60,15.000090808,70.499702594,2.499983294,2014
61,15.500195124,71.249833948,1.250000040,2014
62,17.000491613,67.249627637,1.250000040,2014
63,18.750445827,65.249506421,1.250000040,2014
64,20.500319859,61.249574933,1.250000040,2014
65,21.000274647,57.999612834,1.250000040,2014
66,21.000296975,54.250184956,1.250000040,2014
67,20.750347018,57.000422895,1.250000040,2014
68,20.000363271,59.000267018,1.250000040,2014
69,20.000385900,64.999655273,0.749983208,2014
70,19.750347026,69.749633763,0.500000015,2014
71,19.500414141,77.250465096,0.500000015,2014
