distMark,water,crop,urban,year
0,9.999974051,0.000000000,42.249795376,2004
1,9.499957488,0.000000000,36.749824701,2004
2,9.999974051,0.000000000,35.749786722,2004
3,9.999974051,0.000000000,34.499896693,2004
4,10.999974123,0.000000000,34.499925717,2004
5,10.999974203,0.000000000,35.499828614,2004
6,10.500031395,0.000000000,37.749919172,2004
7,10.250007385,0.000000000,39.749822074,2004
8,9.249972243,0.000000000,40.999958989,2004
9,8.500005211,0.000000000,38.250002924,2004
10,8.750005082,0.000000000,34.499994574,2004
11,8.750021731,0.000000000,31.499979997,2004
12,9.250005027,0.000000000,26.249949060,2004
13,9.500005062,0.000000000,22.749931703,2004
14,10.250021633,0.000000000,19.249986890,2004
15,10.250005041,0.000000000,17.750010169,2004
16,10.500005107,0.000000000,15.499974312,2004
17,11.000021506,0.000000000,14.249969394,2004
18,11.250005033,0.000000000,14.250064202,2004
19,11.749993548,0.000000000,12.499968801,2004
20,12.000005094,0.000000000,10.750090642,2004
21,11.750033292,0.000000000,10.499988448,2004
22,12.250033151,0.000000000,11.499989973,2004
23,12.250033185,0.250000000,12.750001550,2004
24,12.250044743,0.750000002,13.250001496,2004
25,12.500028078,1.000000002,13.250001496,2004
26,12.000028001,2.250016651,13.250001496,2004
27,12.250011312,4.749964492,13.250001496,2004
28,12.000027793,6.750039606,13.250001496,2004
29,12.000011121,10.250068710,13.250001496,2004
30,12.500016334,12.750114316,13.000001496,2004
31,12.250016506,17.250207881,12.750001546,2004
32,12.250011206,21.500137267,11.000030503,2004
33,12.000004819,25.000180940,9.500028262,2004
34,12.499988355,29.250180482,7.000044748,2004
35,14.999850285,32.000034761,4.750028105,2004
36,17.499997877,32.750011828,3.000028949,2004
37,17.749946615,30.999933156,3.750000061,2004
38,17.499988310,28.499911092,6.500016849,2004
39,16.999988279,28.749920938,7.250169024,2004
40,15.999988255,30.000023608,7.250169024,2004
41,15.249976758,33.500142186,7.250169024,2004
42,15.249976686,39.000881271,7.250169024,2004
43,15.499976652,43.250223937,7.250169024,2004
44,17.249998678,46.000186837,7.250169024,2004
45,18.499915904,51.999979941,7.250169024,2004
46,18.499915774,61.000094607,7.250169024,2004
47,18.499915917,71.250486642,7.000180524,2004
48,15.499859032,79.500400055,5.250164266,2004
49,12.749927656,85.750454277,3.500112462,2004
50,12.749939281,91.001053580,2.500044975,2004
51,12.749972822,93.750938884,2.500044975,2004
52,13.249972825,92.250371200,2.500055438,2004
53,13.999905867,91.000429303,2.500055434,2004
54,14.999921569,87.500491226,2.750110357,2004
55,15.749921589,85.750800087,2.750071681,2004
56,14.499978235,85.000584673,3.000093664,2004
57,13.249978172,85.250854613,3.250071705,2004
58,13.749966778,83.500110590,2.250000041,2004
59,13.499978310,82.249969551,1.500000040,2004
60,15.000090808,78.500045105,1.250000040,2004
61,15.750294869,74.499786948,1.250000040,2004
62,17.250508433,68.999865005,1.250000040,2004
63,19.000462637,64.500059982,1.250000040,2004
64,20.750336669,59.750059030,1.250000040,2004
65,21.250291467,55.250141789,1.250000040,2004
66,21.250313784,51.750873261,1.250000040,2004
67,21.000363827,54.500798738,1.250000040,2004
68,20.250380091,56.750248693,1.250000040,2004
69,20.250402710,62.750067896,0.749983208,2004
70,20.000363836,68.500085835,0.500000015,2004
71,19.750430950,74.001192034,0.500000015,2004
72,21.000375320,77.999611962,0.500000015,2004
73,23.000397624,81.250220136,0.500000015,2004
74,25.000568073,80.999656917,0.500000015,2004
75,25.250293653,80.999426116,0.500000015,2004
76,25.250220651,82.499629623,0.500000015,2004
77,24.250052690,82.999470043,0.500000015,2004
78,23.499634710,82.249645731,0.500000015,2004
79,22.749573124,81.250186545,0.250000000,2004
80,22.499511955,77.749671145,0.000000000,2004
81,22.249523612,76.500339442,0.250000000,2004
82,23.249503587,78.251061701,0.500000001,2004
83,23.499446678,80.750657070,1.000000003,2004
84,23.749386257,80.250738840,2.749988452,2004
