areaSqKm,year,DistMark
0.001791196,2016,146
0.026476317,2016,188
0.026304496,2016,80
0.026203762,2016,1
0.025656291,2016,467
0.001210014,2016,489
0.02402595,2016,517
0.023963789,2016,45
0.0241841,2016,99
8.04E-05,2016,414
0.022495932,2016,543
0.021070105,2016,542
0.022418297,2016,142
0.007355853,2016,274
0.01693805,2016,214
0.021789285,2016,483
0.002668782,2016,275
0.002849253,2016,132
0.020837972,2016,104
0.002920088,2016,513
0.020280787,2016,98
0.119926517,2016,298
0.086417559,2016,372
0.133511684,2016,225
0.005199832,2016,522
0.054955535,2016,333
0.08260976,2016,128
0.011281822,2016,310
0.112653322,2016,207
0.01023553,2016,43
0.074594719,2016,566
0.099132947,2016,156
0.008746047,2016,361
0.04982311,2016,99
0.08884842,2016,431
0.08844715,2016,193
0.082248837,2016,530
0.082025926,2016,148
0.033947318,2016,309
0.077825993,2016,245
0.009609475,2016,270
0.01082548,2016,148
0.062196363,2016,343
0.025736628,2016,260
0.002517505,2016,491
0.001969294,2016,214
1.05E-05,2016,407
0.010139127,2016,541
0.002029962,2016,333
0.026944255,2016,540
0.025313953,2016,56
0.027842048,2016,229
0.045981383,2016,372
0.012203183,2016,228
0.042017472,2016,298
0.020050383,2016,259
0.034814028,2016,183
0.039688021,2016,458
0.039446199,2016,70
0.038222077,2016,400
0.037856863,2016,45
0.036286609,2016,147
0.008633674,2016,271
0.034956528,2016,204
0.034042144,2016,553
0.017499654,2016,131
6.64E-05,2016,547
0.014530051,2016,137
0.007326457,2016,544
0.03081935,2016,97
0.030354538,2016,302
0.03017548,2016,543
0.030083792,2016,148
0.029614694,2016,265
0.028725018,2016,545
0.01271266,2016,301
0.02796872,2016,461
0.027946963,2016,543
0.335091823,2016,395
0.320547038,2016,407
0.403741599,2016,418
0.472112041,2016,327
0.144713859,2016,227
0.005122637,2016,365
0.00466061,2016,138
0.227353488,2016,145
0.053225195,2016,264
0.04669891,2016,173
0.014189,2016,245
0.068440619,2016,460
0.029604713,2016,992
0.029342348,2016,627
0.022527379,2016,871
0.028840218,2016,969
0.028692997,2016,713
0.027814148,2016,681
0.027443579,2016,878
0.027128582,2016,767
0.020388967,2016,624
0.02658042,2016,875
0.025829496,2016,801
0.025815988,2016,826
0.025520934,2016,658
0.025050584,2016,884
0.024998644,2016,819
0.025041868,2016,936
0.024849688,2016,685
0.004430269,2016,849
0.023946082,2016,967
0.024008007,2016,685
0.024045854,2016,1078
0.023295376,2016,722
0.022523198,2016,732
0.021797931,2016,874
0.003629699,2016,1033
0.020997833,2016,766
3.74E-05,2016,864
0.020299478,2016,957
0.0201033,2016,745
5.57E-05,2016,680
0.020210497,2016,1038
0.004733018,2016,1067
0.041898556,2016,821
0.026650532,2016,639
0.014001139,2016,1063
0.089680723,2016,1062
0.078310997,2016,726
0.003591305,2016,867
0.018122171,2016,649
0.013236975,2016,688
0.024345679,2016,884
0.05122257,2016,704
0.012179989,2016,1024
0.034641991,2016,705
0.048039784,2016,961
0.015794315,2016,875
0.000942473,2016,1064
0.016681742,2016,882
0.021370733,2016,857
0.054061417,2016,876
0.00886864,2016,912
0.047697206,2016,829
0.012842032,2016,817
0.020520822,2016,768
0.005234796,2016,708
0.039745894,2016,957
0.043653727,2016,992
0.041795162,2016,708
0.040728565,2016,872
0.009935142,2016,872
0.033630284,2016,917
0.002023191,2016,589
0.022868525,2016,614
0.000118968,2016,708
0.031106194,2016,762
0.001778693,2016,699
0.015642282,2016,695
0.165507546,2016,994
0.64003221,2016,925
0.134044504,2016,958
0.09539163,2016,796
0.002781243,2016,936
0.026179299,2016,1426
0.025510465,2016,1119
0.025354241,2016,1352
0.006434697,2016,1117
0.002271474,2016,1220
0.017502977,2016,1266
0.024859732,2016,1576
0.016449303,2016,1277
0.023900987,2016,1286
0.00054441,2016,1159
0.000224121,2016,1319
0.022402065,2016,1247
0.016642954,2016,1477
0.021622467,2016,1118
0.021620391,2016,1267
0.021734773,2016,1572
0.018180013,2016,1516
0.010736446,2016,1541
0.021713223,2016,1530
0.021558123,2016,1304
0.010550691,2016,1354
0.000896267,2016,1571
0.004160131,2016,1544
0.019860053,2016,1423
0.025990754,2016,1238
0.00055235,2016,1145
0.051172003,2016,1528
0.0040421,2016,1236
0.077214743,2016,1529
0.015384037,2016,1562
0.126915951,2016,1391
0.013720447,2016,1542
0.001706476,2016,1129
0.084078923,2016,1564
0.113198455,2016,1091
0.210987908,2016,1585
3.17E-05,2016,1368
0.129882921,2016,1123
0.037001987,2016,1127
0.097314704,2016,1119
0.121510241,2016,1193
0.116698442,2016,1219
0.040821529,2016,1527
4.53E-06,2016,1397
0.013519852,2016,1545
0.111197408,2016,1259
0.083879805,2016,1404
0.080818907,2016,1121
0.031043151,2016,1511
0.082761368,2016,1221
0.008018077,2016,1259
0.064661141,2016,1372
0.077172832,2016,1451
0.008456765,2016,1446
0.070708928,2016,1101
0.00351549,2016,1135
0.065094063,2016,1515
6.19E-07,2016,1271
0.002162109,2016,1517
0.055704521,2016,1226
0.000143965,2016,1538
0.046728245,2016,1087
0.004316898,2016,1369
0.005886858,2016,1240
0.016783244,2016,1123
