areaSqKm,year,DistMark
0.068784954,2007,139
0.174279818,2007,209
0.005662947,2007,420
0.022828754,2007,417
0.004226121,2007,299
0.000425717,2007,79
0.134721002,2007,149
0.134671794,2007,376
0.012353862,2007,472
0.01225794,2007,271
0.029259704,2007,231
0.034203457,2007,130
0.013172398,2007,364
0.022589321,2007,320
0.033258456,2007,300
0.095133534,2007,480
0.04854431,2007,444
0.000166401,2007,400
0.021754755,2007,178
0.000267083,2007,45
0.060324624,2007,80
0.042722576,2007,483
0.027411564,2007,321
0.007229353,2007,148
0.000641391,2007,208
0.01948438,2007,189
0.040098708,2007,566
0.003261356,2007,258
0.008433525,2007,334
0.038188782,2007,395
0.036301103,2007,36
0.024486484,2007,159
0.012107414,2007,132
0.033981221,2007,105
0.000127326,2007,27
0.030402918,2007,360
0.005901334,2007,319
0.028574011,2007,45
0.002553967,2007,483
8.83E-05,2007,130
0.02790533,2007,87
0.021693459,2007,406
0.006730349,2007,286
0.027233626,2007,224
0.026511348,2007,372
0.012376539,2007,425
0.025595972,2007,183
0.002518597,2007,59
0.023946989,2007,104
0.006672838,2007,36
0.018380194,2007,102
0.02308723,2007,99
0.022418485,2007,299
0.0217966,2007,187
0.016663101,2007,361
0.011695968,2007,371
0.020275083,2007,479
0.02010616,2007,92
0.039352552,2007,160
0.147983935,2007,818
0.000426105,2007,949
0.019021806,2007,1070
0.060944273,2007,809
1.77E-05,2007,1057
0.001586915,2007,876
0.011007883,2007,732
0.00323961,2007,877
0.024560358,2007,989
0.037191254,2007,876
0.046987259,2007,968
0.001688928,2007,770
0.020911024,2007,707
0.018690817,2007,722
0.019955285,2007,909
0.040807787,2007,867
0.02169102,2007,671
0.007818603,2007,1011
0.01973763,2007,911
0.000575298,2007,1038
0.031261981,2007,871
0.028804803,2007,1040
0.012242794,2007,872
0.027765828,2007,623
0.027379854,2007,845
0.00354843,2007,865
0.027182448,2007,716
0.021794571,2007,884
0.025720372,2007,749
0.022472408,2007,786
0.02400567,2007,582
0.005296813,2007,912
0.008210113,2007,959
0.019939729,2007,706
0.023407097,2007,996
0.023481932,2007,1013
0.012377846,2007,691
0.002485371,2007,874
0.021871539,2007,909
0.021673503,2007,626
0.001243143,2007,818
0.004471024,2007,990
0.04840407,2007,925
0.054528934,2007,707
0.01355367,2007,1043
0.032851711,2007,654
