areaSqKm,year,DistMark
0.162741545,2006,423
0.026153404,2006,266
0.000143206,2006,87
0.10336819,2006,426
0.030152009,2006,300
0.023159694,2006,300
0.005686382,2006,144
0.003536611,2006,333
0.011040868,2006,332
0.032956245,2006,36
0.000127326,2006,27
0.041297744,2006,395
0.039718441,2006,263
0.039382583,2006,14
0.022566445,2006,196
0.035760638,2006,501
0.002518596,2006,59
0.031166891,2006,431
0.007833639,2006,132
0.02802015,2006,257
0.026563707,2006,374
9.87E-05,2006,293
0.025701444,2006,299
0.025681749,2006,525
0.021796732,2006,530
0.019877999,2006,226
0.022598624,2006,452
0.00053936,2006,529
0.024540128,2006,403
0.123308011,2006,407
0.026057371,2006,301
0.007363685,2006,420
0.013815912,2006,305
0.281982283,2006,453
0.002763795,2006,283
0.106235594,2006,356
0.06200412,2006,79
0.108246452,2006,56
0.035929077,2006,524
0.021856391,2006,332
0.021069429,2006,391
0.020322365,2006,305
0.002793564,2006,966
0.068155468,2006,677
0.11682577,2006,890
0.069408568,2006,968
0.008301367,2006,890
0.07149662,2006,996
0.038001972,2006,876
0.021797029,2006,689
0.004242099,2006,838
0.02730847,2006,803
0.01216478,2006,626
0.032466495,2006,989
0.007283457,2006,912
0.042125399,2006,961
0.041943337,2006,1027
0.001586922,2006,876
0.001547453,2006,860
0.027789008,2006,891
0.036785331,2006,859
0.00489886,2006,932
0.015312581,2006,1071
0.005864186,2006,651
0.028890755,2006,867
0.027104157,2006,624
0.001900071,2006,807
0.012559422,2006,979
0.004635356,2006,1045
0.006511267,2006,871
0.02532747,2006,624
0.022435385,2006,676
0.005308549,2006,706
0.020979133,2006,1030
0.010027509,2006,691
0.121260412,2006,925
0.040663908,2006,918
0.024829526,2006,874
0.062021353,2006,1043
0.018576918,2006,1076
0.175307934,2006,950
0.001059652,2006,1115
0.064988185,2006,1267
0.061358541,2006,1512
0.051313311,2006,1572
0.048310104,2006,1585
0.046591594,2006,1115
0.00261206,2006,1115
0.043652212,2006,1581
0.037307533,2006,1546
0.015604769,2006,1107
0.033871288,2006,1380
0.033106508,2006,1375
0.027757904,2006,1429
0.002715386,2006,1123
0.031121588,2006,1580
0.030974904,2006,1535
0.030146419,2006,1235
0.030135561,2006,1253
0.030001862,2006,1348
0.00238239,2006,1241
0.029503251,2006,1565
0.029479681,2006,1519
0.029496072,2006,1524
0.002530155,2006,1573
0.028499095,2006,1375
0.027872877,2006,1509
0.027971787,2006,1552
0.027200782,2006,1537
0.004192777,2006,1104
0.002876249,2006,1498
0.026395708,2006,1548
0.025480186,2006,1490
0.025429583,2006,1373
0.024934758,2006,1111
0.02479964,2006,1541
0.024837288,2006,1541
0.023867628,2006,1336
0.023376245,2006,1559
0.010912616,2006,1574
0.002391705,2006,1394
0.000374311,2006,1526
0.020840458,2006,1401
0.024307963,2006,1147
0.155170262,2006,1549
0.000234032,2006,1400
0.013559483,2006,1527
0.004378261,2006,1197
0.10240153,2006,1541
0.003509155,2006,1217
0.046524482,2006,1158
0.019326212,2006,1492
0.072605021,2006,1578
3.17E-05,2006,1368
0.022105173,2006,1290
0.064321413,2006,1535
0.106669389,2006,233
0.676968931,2006,424
3.37E-05,2006,426
0.571106212,2006,425
2.50E-05,2006,426
0.347771633,2006,379
0.499615425,2006,380
0.218743919,2006,573
0.801317096,2006,572
0.025129202,2006,372
0.062120125,2006,144
0.032610086,2006,392
0.092974439,2006,267
0.074825314,2006,38
0.004746113,2006,87
0.10867281,2006,88
0.065162561,2006,548
0.007274482,2006,427
0.088747304,2006,298
0.055636385,2006,557
5.92E-05,2006,82
0.008069905,2006,444
0.030619914,2006,415
0.050404679,2006,430
0.052429064,2006,301
0.01573928,2006,460
0.057776116,2006,301
0.001829222,2006,480
0.05622393,2006,490
0.030067843,2006,477
0.049710145,2006,484
0.065287561,2006,282
9.32E-05,2006,124
0.002617674,2006,107
0.060110221,2006,145
8.33E-05,2006,333
0.052150123,2006,331
0.040278886,2006,174
0.020413475,2006,418
0.005022364,2006,273
0.040094132,2006,488
0.00125285,2006,24
0.018202329,2006,170
0.004634583,2006,187
0.036516671,2006,204
0.000374757,2006,529
0.02710181,2006,51
0.010631719,2006,344
0.000405872,2006,148
0.015147414,2006,35
0.010732507,2006,423
0.016433077,2006,93
0.0048531,2006,28
0.009936897,2006,210
0.010284162,2006,98
0.043869817,2006,26
0.006101557,2006,435
0.002412287,2006,15
0.02165564,2006,386
0.022233411,2006,357
0.006815907,2006,325
0.000766774,2006,322
0.013081737,2006,195
0.032384098,2006,58
0.006192206,2006,112
0.004956205,2006,206
0.00083714,2006,431
0.000172271,2006,15
0.000772656,2006,470
0.011862753,2006,205
0.000312248,2006,188
0.000508813,2006,134
0.014148103,2006,491
0.000751584,2006,348
8.51E-05,2006,575
0.000110168,2006,293
0.00736413,2006,479
0.00021017,2006,189
0.003814304,2006,531
0.000493346,2006,438
4.89E-05,2006,72
0.005056822,2006,16
0.016492241,2006,215
0.020787148,2006,406
0.003330011,2006,225
1.52E-05,2006,16
0.258280522,2006,528
0.001127975,2006,526
0.000440222,2006,526
0.409994638,2006,527
0.30769484,2006,528
0.043268346,2006,529
0.395735908,2006,404
0.478661914,2006,405
1.16E-06,2006,406
0.067453608,2006,406
0.051471358,2006,406
0.242030745,2006,409
0.156408235,2006,410
0.113300624,2006,411
0.430842523,2006,299
0.474780345,2006,300
0.155321468,2006,421
0.127919535,2006,422
0.172564092,2006,423
0.263925029,2006,424
0.091929784,2006,425
0.131256436,2006,304
0.025490393,2006,301
0.236914054,2006,302
0.383889724,2006,474
0.239331659,2006,454
0.262837164,2006,343
0.101974579,2006,284
0.231312213,2006,285
0.029235496,2006,286
0.001956018,2006,354
0.067484781,2006,122
0.020993008,2006,148
0.064632706,2006,314
0.000190812,2006,57
3.85E-05,2006,57
0.114161105,2006,56
0.125798454,2006,178
0.000510022,2006,80
0.005248588,2006,81
0.143427858,2006,128
0.119448362,2006,60
0.028134416,2006,401
0.001218407,2006,234
0.041852038,2006,55
0.048622396,2006,532
0.046805357,2006,320
0.067679071,2006,523
0.030668862,2006,522
5.36E-05,2006,363
0.000754791,2006,346
0.000180096,2006,393
0.000781503,2006,413
7.60E-05,2006,146
0.001045804,2006,150
0.073729388,2006,810
0.048766718,2006,809
0.165270977,2006,967
0.023212282,2006,968
0.000680807,2006,677
0.119969366,2006,676
0.120733542,2006,936
0.056275439,2006,667
0.082832205,2006,1040
0.016612477,2006,670
0.090521906,2006,965
0.026200706,2006,816
0.082034414,2006,905
0.018715395,2006,832
0.008376809,2006,891
0.052167645,2006,946
0.010695357,2006,907
0.032061442,2006,969
0.01183481,2006,766
0.003009176,2006,932
0.025276651,2006,881
0.019815538,2006,882
0.010805991,2006,888
0.038399891,2006,1037
0.000111226,2006,827
0.064541699,2006,891
0.000962794,2006,997
0.029459366,2006,877
0.020659084,2006,942
0.040445372,2006,671
0.027858681,2006,866
0.025575513,2006,707
0.041198716,2006,688
0.04564425,2006,901
0.04394562,2006,936
0.037884383,2006,1047
0.000404969,2006,868
0.000705194,2006,867
0.033893994,2006,901
0.042243458,2006,615
0.015321259,2006,1028
0.005327115,2006,605
0.02192148,2006,804
0.000408477,2006,1035
0.0004594,2006,829
0.035055833,2006,625
0.014245009,2006,990
0.003425396,2006,788
7.70E-06,2006,783
0.033145356,2006,924
0.000584207,2006,971
0.028820217,2006,1025
0.035530895,2006,913
0.000560795,2006,961
0.009263317,2006,993
0.000128279,2006,1028
0.006871786,2006,1053
0.004703924,2006,867
0.001162464,2006,920
0.016076973,2006,860
0.006099918,2006,808
0.028845451,2006,877
0.008689498,2006,876
0.000685969,2006,591
0.007132975,2006,970
0.036086033,2006,861
0.009776292,2006,892
0.030358348,2006,917
1.72E-05,2006,747
0.00042256,2006,885
0.01863303,2006,892
0.002201808,2006,651
0.028095125,2006,933
0.002953251,2006,934
0.031529003,2006,992
0.020417411,2006,1072
0.000473689,2006,937
0.013591488,2006,681
0.021283703,2006,1079
0.008052395,2006,827
0.000690254,2006,801
8.82E-05,2006,1004
0.001962264,2006,790
0.027440308,2006,652
0.009204661,2006,627
0.015159916,2006,624
1.20E-05,2006,772
0.004231955,2006,585
0.02107848,2006,996
0.007164321,2006,588
0.006212287,2006,1048
4.91E-05,2006,931
0.000484237,2006,981
0.003258044,2006,774
0.013070624,2006,1075
0.015461058,2006,786
0.006222425,2006,680
0.024673694,2006,808
0.013961901,2006,944
0.013972321,2006,980
0.021797066,2006,1046
0.002417441,2006,785
0.005275679,2006,940
1.516355193,2006,991
0.413436389,2006,974
0.040209714,2006,964
0.11155464,2006,1017
0.000827,2006,871
0.054625408,2006,875
0.5845909,2006,870
0.241790689,2006,872
0.498849549,2006,871
0.181631304,2006,874
0.455465086,2006,873
0.087208888,2006,1065
0.088038797,2006,946
0.000784905,2006,767
0.011622634,2006,650
0.002434029,2006,721
7.13E-06,2006,643
0.003894785,2006,1036
0.007867375,2006,928
0.000254045,2006,959
0.006129517,2006,650
0.005141157,2006,895
0.001192425,2006,1015
0.005323682,2006,656
0.006734117,2006,708
0.001489939,2006,882
0.002938306,2006,872
0.000829742,2006,819
0.015490655,2006,707
0.001894727,2006,692
5.07E-05,2006,836
0.001161844,2006,978
0.000547775,2006,980
0.010185325,2006,690
0.002515139,2006,1024
0.005910078,2006,654
0.00046401,2006,1046
0.005391596,2006,621
0.805063288,2006,926
0.559494625,2006,927
0.151945632,2006,919
0.311946987,2006,920
0.410318088,2006,921
0.00015162,2006,921
0.504194953,2006,922
0.052081475,2006,923
0.00282186,2006,875
0.087203953,2006,879
0.238877137,2006,876
0.39428784,2006,877
0.114397477,2006,1044
0.322973658,2006,1045
