f_year,year,groups,seg_floodplain_area,seg_ndvi_5_7,f_group,seg_cropland_perc
2002,2002,"[1210,1220)",0.132090101,0.002632067,122,0.019926303
2002,2002,"[1220,1230)",0.17653796,0.0076606,123,0.0433935
2002,2002,"[1230,1240)",0.423772877,0.206922134,124,0.488285458
2002,2002,"[1240,1250)",0.313822005,0.087582212,125,0.279082443
2002,2002,"[1250,1260)",0.26929461,0.047557449,126,0.176600077
2002,2002,"[1260,1270)",0.275348126,0.028237175,127,0.102550817
2002,2002,"[1270,1280)",0.14281075,0.017040688,128,0.119323566
2002,2002,"[1280,1290)",0.089532452,0.007242532,129,0.080892817
2002,2002,"[1290,1300)",0.010627961,0.000385053,130,0.036230194
2002,2002,"[1300,1310)",0.042181819,0.001077238,131,0.02553796
2002,2002,"[1310,1320)",0.138970399,0.025616219,132,0.184328602
2002,2002,"[1320,1330)",0.016397967,0.002999934,133,0.182945463
2002,2002,"[1330,1340)",0.017156896,0.001231134,134,0.071757408
2002,2002,"[1340,1350)",0.012472875,0.001846725,135,0.148059321
2002,2002,"[1350,1360)",0.002068743,0.001923166,136,0.929630215
2002,2002,"[1360,1370)",0.050351588,0.040499195,137,0.804328074
2002,2002,"[1370,1380)",0.094289198,0.054216199,138,0.574999053
2002,2002,"[1380,1390)",0.008157342,0.002927305,139,0.358855244
2002,2002,"[1390,1400)",0.159810825,0.112831151,140,0.706029467
2002,2002,"[1400,1410)",0.021211138,0.004394995,141,0.207202237
2002,2002,"[1420,1430)",0.01903271,0.003775927,143,0.198391479
2002,2002,"[1460,1470)",0.108048856,0.034348043,147,0.317893625
2002,2002,"[1470,1480)",0.049496569,0.004565802,148,0.09224481
2002,2002,"[1480,1490)",0.003342269,0,149,0
2002,2002,"[1490,1500)",0.010707314,7.75E-05,150,0.00724091
2003,2003,"[0,10)",0.051801266,0,1,0
2003,2003,"[10,20)",0.160781653,0.004858644,2,0.030218896
2003,2003,"[20,30)",0.015129223,0.000463256,3,0.030619927
2003,2003,"[30,40)",0.050693607,0.003399497,4,0.067059683
2003,2003,"[40,50)",0.072853069,0,5,0
2003,2003,"[50,60)",0.056109175,0.000232088,6,0.004136357
2003,2003,"[60,70)",0.372187994,0.000386975,7,0.001039729
2003,2003,"[70,80)",0.207997727,0.007895068,8,0.037957471
2003,2003,"[80,90)",0.165248943,0.002860819,9,0.017312176
2003,2003,"[90,100)",0.038722239,0.0006185,10,0.015972741
2003,2003,"[100,110)",0.100203572,0.000695745,11,0.006943312
2003,2003,"[110,120)",0.141969282,0,12,0
2003,2003,"[120,130)",0.095706232,0,13,0
2003,2003,"[130,140)",0.030259391,0.000309686,14,0.01023436
2003,2003,"[140,150)",0.333750621,0.009831217,15,0.029456776
2003,2003,"[150,160)",0.37913088,7.74E-05,16,0.000204216
2003,2003,"[160,170)",0.145526665,0.00472774,17,0.032487104
2003,2003,"[170,180)",0.538633657,0,18,0
2003,2003,"[180,190)",0.08178103,0.000775917,19,0.009487737
2003,2003,"[190,200)",0.092559242,0.000465619,20,0.005030499
2003,2003,"[200,210)",0.218802501,0,21,0
2003,2003,"[210,220)",0.290765171,0.00139875,22,0.004810582
2003,2003,"[220,230)",0.50451984,0.00108938,23,0.00215924
2003,2003,"[230,240)",0.522867511,0.013465969,24,0.025754075
2003,2003,"[240,250)",0.350398586,0.002168006,25,0.006187255
2003,2003,"[250,260)",0.378391434,0.003659055,26,0.009670025
2003,2003,"[260,270)",0.151374987,0.00304866,27,0.020139785
2003,2003,"[270,280)",0.1515716,0.007132889,28,0.047059532
2003,2003,"[280,290)",0.114175164,0.012256108,29,0.107344777
2003,2003,"[290,300)",0.06754661,0.017749626,30,0.262775969
2003,2003,"[300,310)",0.450422016,0.040786174,31,0.090551023
2003,2003,"[310,320)",0.251203883,0.030428382,32,0.121130221
2003,2003,"[320,330)",0.050733527,0.002839394,33,0.055966809
2003,2003,"[330,340)",0.179617794,0.014242973,34,0.079296001
2003,2003,"[340,350)",0.224107968,0.013235201,35,0.059057251
2003,2003,"[350,360)",0.050116869,0.004221292,36,0.08422897
2003,2003,"[360,370)",0.138923457,0.012155629,37,0.087498752
2003,2003,"[370,380)",0.339477394,0.155662571,38,0.458535895
2003,2003,"[380,390)",0.485567888,0.13437549,39,0.276738832
2003,2003,"[390,400)",0.506042867,0.01318201,40,0.026049197
2003,2003,"[400,410)",0.229363609,0.017806674,41,0.07763513
2003,2003,"[410,420)",0.286687832,0.008524225,42,0.029733473
2003,2003,"[420,430)",0.61946418,0.07642609,43,0.12337451
2003,2003,"[430,440)",0.199048394,0.01803859,44,0.090624144
2003,2003,"[440,450)",0.160632231,0.049989806,45,0.311206573
2003,2003,"[450,460)",0.787358527,0.027688264,46,0.035166018
2003,2003,"[460,470)",0.1072617,0.06005447,47,0.559887359
2003,2003,"[470,480)",0.311847416,0.006284637,48,0.020152923
2003,2003,"[480,490)",0.204122544,0.021530911,49,0.10548032
2003,2003,"[490,500)",0.421328537,0.053888867,50,0.127902247
2003,2003,"[500,510)",0.226063157,0.017129049,51,0.075771076
2003,2003,"[510,520)",0.305401777,0.026449944,52,0.086607041
2003,2003,"[520,530)",0.384848637,0.104072486,53,0.270424462
2003,2003,"[530,540)",0.187828296,0.070106423,54,0.373247399
2003,2003,"[540,550)",0.293666953,0.120988739,55,0.411993034
2003,2003,"[550,560)",0.134962269,0.069840422,56,0.517481086
2003,2003,"[560,570)",0.218928308,0.046625152,57,0.212969956
2003,2003,"[570,580)",0.217998933,0.00496035,58,0.022754011
2003,2003,"[580,590)",0.042532095,0.01841311,59,0.432922719
2003,2003,"[590,600)",0.221742108,0.022943799,60,0.103470646
2003,2003,"[600,610)",0.05366928,0.008430423,61,0.157080969
2003,2003,"[610,620)",0.729082454,0.180745482,62,0.247908149
2003,2003,"[620,630)",0.459182021,0.187703602,63,0.408778204
2003,2003,"[630,640)",0.158816191,0.067229534,64,0.423316626
2003,2003,"[640,650)",0.332312273,0.09180063,65,0.276248089
2003,2003,"[650,660)",0.139128386,0.080718123,66,0.580170048
2003,2003,"[660,670)",0.577648468,0.126037529,67,0.21819071
2003,2003,"[670,680)",0.855084348,0.424042224,68,0.495906895
2003,2003,"[680,690)",0.047529286,0.011621465,69,0.244511666
2003,2003,"[690,700)",0.5993566,0.021477007,70,0.035833437
2003,2003,"[700,710)",0.15535222,0.002482425,71,0.015979335
2003,2003,"[710,720)",0.221320418,0.012682973,72,0.057305932
2003,2003,"[720,730)",0.36647721,0.05223101,73,0.142521851
2003,2003,"[730,740)",0.259850284,0.022233061,74,0.085561043
2003,2003,"[740,750)",0.332598991,0.011121101,75,0.033436965
2003,2003,"[750,760)",0.273639779,0.002879101,76,0.010521501
2003,2003,"[760,770)",0.158672171,0.024300924,77,0.15315177
2003,2003,"[770,780)",0.202551667,7.80E-05,78,0.000384852
2003,2003,"[780,790)",0.056640539,7.80E-05,79,0.001377875
2003,2003,"[790,800)",0.307683436,0.069809674,80,0.226887982
2003,2003,"[800,810)",0.046468797,0.00122326,81,0.026324331
2003,2003,"[810,820)",0.484519036,0.013149937,82,0.027140187
2003,2003,"[820,830)",0.544859192,0.074478645,83,0.13669338
2003,2003,"[830,840)",0.363821382,0.047463359,84,0.13045786
2003,2003,"[840,850)",0.304539619,0.037396134,85,0.122795627
2003,2003,"[850,860)",0.142639258,0.005642253,86,0.0395561
2003,2003,"[860,870)",0.295738821,0.041076017,87,0.138892883
2003,2003,"[870,880)",1.024903979,0.077486411,88,0.075603581
2003,2003,"[880,890)",0.200926028,0.052639157,89,0.261982766
2003,2003,"[890,900)",1.099748023,0.300726521,90,0.273450386
2003,2003,"[900,910)",0.71386017,0.181200983,91,0.2538326
2003,2003,"[910,920)",0.367525265,0.072038817,92,0.196010517
2003,2003,"[920,930)",0.965012562,0.126589387,93,0.131179005
2003,2003,"[930,940)",0.636600606,0.13170458,94,0.206887299
2003,2003,"[940,950)",0.180624399,0.013130737,95,0.072696364
2003,2003,"[950,960)",0.442914923,0.018411948,96,0.041569943
2003,2003,"[960,970)",0.615779034,0.073958864,97,0.120106174
2003,2003,"[970,980)",0.441117899,0.056889518,98,0.128966695
2003,2003,"[980,990)",0.608917059,0.100497325,99,0.165042715
2003,2003,"[990,1000)",0.976363146,0.146772356,100,0.150325579
2003,2003,"[1000,1010)",0.070282255,0.011723843,101,0.16681086
2003,2003,"[1010,1020)",1.045384797,0.201911959,102,0.193146064
2003,2003,"[1020,1030)",0.514368422,0.143958709,103,0.279874702
2003,2003,"[1030,1040)",0.157551873,0.003659109,104,0.023224791
2003,2003,"[1040,1050)",0.536378582,0.03992109,105,0.074427076
2003,2003,"[1050,1060)",0.3461048,0.063855825,106,0.184498526
2003,2003,"[1060,1070)",1.042250873,0.371740606,107,0.356670947
2003,2003,"[1070,1080)",0.730095082,0.252654111,108,0.346056448
2003,2003,"[1080,1090)",0.107972739,0.064125932,109,0.593908548
2003,2003,"[1090,1100)",0.388434938,0.120795051,110,0.310978852
2003,2003,"[1100,1110)",0.082639156,0.000854764,111,0.010343329
2003,2003,"[1110,1120)",0.481542584,0.090502828,112,0.187943562
2003,2003,"[1120,1130)",0.388839277,0.152821963,113,0.393020901
2003,2003,"[1130,1140)",0.880507206,0.464162374,114,0.527153408
2003,2003,"[1140,1150)",0.306490628,0.147926852,115,0.482647228
2003,2003,"[1150,1160)",0.051757791,0.008795392,116,0.16993368
2003,2003,"[1160,1170)",0.800833893,0.203633565,117,0.254276906
2003,2003,"[1170,1180)",0.387786027,0.187072937,118,0.482412784
2003,2003,"[1180,1190)",0.08653669,0.022136113,119,0.255800319
2003,2003,"[1190,1200)",0.41187221,0.009024594,120,0.021911151
2003,2003,"[1200,1210)",0.080664693,0.002170716,121,0.026910363
2003,2003,"[1210,1220)",0.292920906,0.003574027,122,0.012201339
2003,2003,"[1220,1230)",0.423354428,0.029083593,123,0.068697978
2003,2003,"[1230,1240)",0.726436498,0.196638261,124,0.270688851
2003,2003,"[1240,1250)",0.456036423,0.073358808,125,0.160861729
2003,2003,"[1250,1260)",0.203336842,0.020772899,126,0.102160033
2003,2003,"[1260,1270)",0.398462008,0.004936883,127,0.012389845
2003,2003,"[1270,1280)",0.237120538,0.008789189,128,0.037066335
2003,2003,"[1280,1290)",0.183712699,7.70E-05,129,0.000419374
2003,2003,"[1290,1300)",0.030751274,0.000462065,130,0.015025865
2003,2003,"[1300,1310)",0.073182421,0.000153878,131,0.002102669
2003,2003,"[1310,1320)",0.179055904,0.002384739,132,0.013318402
2003,2003,"[1320,1330)",0.03537885,7.69E-05,133,0.002174757
2003,2003,"[1330,1340)",0.04427284,0.002308302,134,0.05213811
2003,2003,"[1340,1350)",0.02193897,0.000153909,135,0.007015316
2003,2003,"[1350,1360)",0.004633476,0,136,0
2003,2003,"[1360,1370)",0.103216514,0.033569784,137,0.325236559
2003,2003,"[1370,1380)",0.216271117,0.048670576,138,0.225044271
2003,2003,"[1380,1390)",0.064700361,0.009244151,139,0.14287634
2003,2003,"[1390,1400)",0.3365428,0.168230594,140,0.49987875
2003,2003,"[1400,1410)",0.196039936,0.040872683,141,0.208491614
2003,2003,"[1410,1420)",0.006180019,0.000154185,142,0.024948922
2003,2003,"[1420,1430)",0.112941815,0.002003559,143,0.017739742
2003,2003,"[1430,1440)",0.121891901,0.023511919,144,0.192891563
2003,2003,"[1440,1450)",0.0027775,0,145,0
2003,2003,"[1450,1460)",0.002086998,0,146,0
2003,2003,"[1460,1470)",0.014382822,0.002321113,147,0.161380895
2003,2003,"[1470,1480)",0.02547762,0.004953078,148,0.194408969
2003,2003,"[1480,1490)",0.009158966,0.000136794,149,0.014935573
2003,2003,"[1490,1500)",0.060930946,9.58E-05,150,0.001571505
2004,2004,"[0,10)",0.064099244,0,1,0
2004,2004,"[10,20)",0.171870532,0.003933192,2,0.022884623
2004,2004,"[20,30)",0.015586907,0.000154409,3,0.009906327
2004,2004,"[30,40)",0.050363031,0.003245193,4,0.064436018
2004,2004,"[40,50)",0.060945737,0.00054116,5,0.008879373
2004,2004,"[50,60)",0.065002297,0.000386812,6,0.005950748
2004,2004,"[60,70)",0.386977781,0.000309583,7,0.000800002
2004,2004,"[70,80)",0.181205978,0.007740333,8,0.042715659
2004,2004,"[80,90)",0.128575788,0,9,0
2004,2004,"[100,110)",0.063465834,0.000154616,11,0.002436204
2004,2004,"[110,120)",0.12651774,0,12,0
2004,2004,"[120,130)",0.115788789,0,13,0
2004,2004,"[130,140)",0.064171909,0.001780505,14,0.027745855
2004,2004,"[140,150)",0.262021844,0.009444284,15,0.036043878
2004,2004,"[150,160)",0.290189727,7.74E-05,16,0.000266806
2004,2004,"[160,170)",0.159926277,0.006200272,17,0.038769566
2004,2004,"[170,180)",0.547651612,0,18,0
2004,2004,"[180,190)",0.070347662,0.002870887,19,0.040809985
2004,2004,"[190,200)",0.085101724,0.001319273,20,0.015502303
2004,2004,"[200,210)",0.21045995,0.000155283,21,0.000737824
2004,2004,"[210,220)",0.318415714,0.019893384,22,0.062476136
2004,2004,"[220,230)",0.415417313,0.009335016,23,0.022471418
2004,2004,"[230,240)",0.451667013,0.041721732,24,0.092372768
2004,2004,"[240,250)",0.269412083,0.011663291,25,0.043291642
2004,2004,"[250,260)",0.291788849,0.0020244,26,0.006937892
2004,2004,"[260,270)",0.104346054,0.003437963,27,0.032947707
2004,2004,"[270,280)",0.07522534,0.005319372,28,0.070712506
2004,2004,"[280,290)",0.061336793,0.010721442,29,0.174796259
2004,2004,"[290,300)",0.042416199,0.017357276,30,0.409213385
2004,2004,"[300,310)",0.303799319,0.039155578,31,0.128886325
2004,2004,"[310,320)",0.122285314,0.02513234,32,0.205522143
2004,2004,"[320,330)",0.019720595,0.001046288,33,0.053055606
2004,2004,"[330,340)",0.053600454,0.014554992,34,0.271546057
2004,2004,"[340,350)",0.153457602,0.013547266,35,0.088280191
2004,2004,"[350,360)",0.027786997,0.004065142,36,0.146296545
2004,2004,"[360,370)",0.059719798,0.006258291,37,0.104794236
2004,2004,"[370,380)",0.28004026,0.15880537,38,0.567080498
2004,2004,"[380,390)",0.330425805,0.122464535,39,0.370626424
2004,2004,"[390,400)",0.47873348,0.009130182,40,0.019071534
2004,2004,"[400,410)",0.130339463,0.016225037,41,0.124482917
2004,2004,"[410,420)",0.222595324,0.009693313,42,0.043546794
2004,2004,"[420,430)",0.40517666,0.041914128,43,0.103446552
2004,2004,"[430,440)",0.119857402,0.01616958,44,0.134906813
2004,2004,"[440,450)",0.104604541,0.021483148,45,0.205374907
2004,2004,"[450,460)",0.605945248,0.011826591,46,0.019517591
2004,2004,"[460,470)",0.031146771,0.012605337,47,0.404707657
2004,2004,"[470,480)",0.166520772,0.004200748,48,0.025226573
2004,2004,"[480,490)",0.092126261,0.017704619,49,0.192177765
2004,2004,"[490,500)",0.32899399,0.049536329,50,0.150569099
2004,2004,"[500,510)",0.15559029,0.03006353,51,0.193222407
2004,2004,"[510,520)",0.221283458,0.023728933,52,0.107233197
2004,2004,"[520,530)",0.307060742,0.086262409,53,0.280929461
2004,2004,"[530,540)",0.146383446,0.049018192,54,0.334861578
2004,2004,"[540,550)",0.21005571,0.115002414,55,0.547485304
2004,2004,"[550,560)",0.122782645,0.073644004,56,0.599791634
2004,2004,"[560,570)",0.106479133,0.01931758,57,0.181421271
2004,2004,"[570,580)",0.133395954,0.00379762,58,0.02846878
2004,2004,"[580,590)",0.0204585,0.007875581,59,0.38495396
2004,2004,"[590,600)",0.141549965,0.012259282,60,0.08660745
2004,2004,"[600,610)",0.050630155,0.012452129,61,0.245942941
2004,2004,"[610,620)",0.470726492,0.135210651,62,0.287238243
2004,2004,"[620,630)",0.245787165,0.107437987,63,0.437117972
2004,2004,"[630,640)",0.036419292,0.002319498,64,0.063688728
2004,2004,"[640,650)",0.159211291,0.021747273,65,0.136593784
2004,2004,"[650,660)",0.075698889,0.045204012,66,0.597155558
2004,2004,"[660,670)",0.335001848,0.090456777,67,0.270018741
2004,2004,"[670,680)",0.562008224,0.269889884,68,0.480224083
2004,2004,"[680,690)",0.002021697,0,69,0
2004,2004,"[690,700)",0.421542358,0.00294676,70,0.006990425
2004,2004,"[700,710)",0.032614857,0.000310304,71,0.009514192
2004,2004,"[710,720)",0.068231868,0,72,0
2004,2004,"[720,730)",0.07339557,0.003339658,73,0.04550218
2004,2004,"[730,740)",0.12280698,0.003808706,74,0.031013754
2004,2004,"[740,750)",0.20530615,0.00178881,75,0.008712891
2004,2004,"[750,760)",0.166837049,0.001633807,76,0.009792828
2004,2004,"[760,770)",0.081543619,0.009113436,77,0.111761489
2004,2004,"[770,780)",0.065994002,0,78,0
2004,2004,"[780,790)",0.035417773,0,79,0
2004,2004,"[790,800)",0.182911877,0.047477976,80,0.259567484
2004,2004,"[800,810)",0.023628298,0.00039055,81,0.016528926
2004,2004,"[810,820)",0.273567065,0.007897378,82,0.028868162
2004,2004,"[820,830)",0.30772885,0.016559859,83,0.053813151
2004,2004,"[830,840)",0.106084293,0.002088971,84,0.019691617
2004,2004,"[840,850)",0.145614316,0.022709717,85,0.155957994
2004,2004,"[850,860)",0.101974451,0.001885791,86,0.018492775
2004,2004,"[860,870)",0.131578646,0.021907044,87,0.166493914
2004,2004,"[870,880)",0.70887652,0.043434079,88,0.061271713
2004,2004,"[880,890)",0.106288787,0.010411216,89,0.097952155
2004,2004,"[890,900)",0.502772407,0.007355334,90,0.014629549
2004,2004,"[900,910)",0.417729965,0.021826009,91,0.052249086
2004,2004,"[910,920)",0.172751387,0.004851311,92,0.028082616
2004,2004,"[920,930)",0.574541303,0.011802158,93,0.020541878
2004,2004,"[930,940)",0.445586549,0.042507288,94,0.095396255
2004,2004,"[940,950)",0.100154353,0.00515858,95,0.051506296
2004,2004,"[950,960)",0.288332356,0.005313171,96,0.018427245
2004,2004,"[960,970)",0.306005393,0.023030251,97,0.075260932
2004,2004,"[970,980)",0.29158332,0.002496969,98,0.008563483
2004,2004,"[980,990)",0.25961128,0.000837114,99,0.003224491
2004,2004,"[990,1000)",0.68865477,0.039785072,100,0.057772157
2004,2004,"[1000,1010)",0.020063109,0.002143589,101,0.106842301
2004,2004,"[1010,1020)",0.629378635,0.066112051,102,0.105043367
2004,2004,"[1020,1030)",0.25627859,0.005171853,103,0.020180589
2004,2004,"[1030,1040)",0.089589547,0.000155657,104,0.001737449
2004,2004,"[1040,1050)",0.206707483,0.002178214,105,0.010537665
2004,2004,"[1050,1060)",0.145762492,0.0056788,106,0.038959268
2004,2004,"[1060,1070)",0.50752596,0.082177569,107,0.161917961
2004,2004,"[1070,1080)",0.320648876,0.015540125,108,0.048464616
2004,2004,"[1080,1090)",0.017862408,0.008154503,109,0.456517567
2004,2004,"[1090,1100)",0.190902572,0.049235148,110,0.2579072
2004,2004,"[1100,1110)",0.050808378,0.001398631,111,0.027527563
2004,2004,"[1110,1120)",0.206908998,7.76E-05,112,0.000375187
2004,2004,"[1120,1130)",0.090136414,0.010628416,113,0.11791478
2004,2004,"[1130,1140)",0.335412612,0.139590047,114,0.416174115
2004,2004,"[1140,1150)",0.126007561,0.057898001,115,0.459480377
2004,2004,"[1150,1160)",0.005590583,0.000415142,116,0.074257353
2004,2004,"[1160,1170)",0.33216518,0.071192891,117,0.214329782
2004,2004,"[1170,1180)",0.197777489,0.081145496,118,0.410286816
2004,2004,"[1180,1190)",0.032872807,0.007828215,119,0.238136492
2004,2004,"[1190,1200)",0.191388226,0.006201454,120,0.032402483
2004,2004,"[1200,1210)",0.052191044,0.001162952,121,0.022282599
2004,2004,"[1210,1220)",0.078950091,0,122,0
2004,2004,"[1220,1230)",0.172043446,0.002011733,123,0.011693167
2004,2004,"[1230,1240)",0.249576492,0.030176049,124,0.12090902
2004,2004,"[1240,1250)",0.141882365,0.002430263,125,0.017128721
2004,2004,"[1250,1260)",0.130424563,0.014616018,126,0.112064915
2004,2004,"[1260,1270)",0.165755086,0.000925731,127,0.005584935
2004,2004,"[1270,1280)",0.058065178,0,128,0
2004,2004,"[1280,1290)",0.112251971,0.001078979,129,0.009612116
2004,2004,"[1290,1300)",0.01596069,0.000616002,130,0.038594923
2004,2004,"[1300,1310)",0.076564733,0.014546944,131,0.189995359
2004,2004,"[1310,1320)",0.062081951,0.008228863,132,0.132548399
2004,2004,"[1320,1330)",0.008148159,0.002306832,133,0.283110788
2004,2004,"[1330,1340)",0.010843793,0.00238526,134,0.219965499
2004,2004,"[1340,1350)",0.031467672,0.001846425,135,0.058676899
2004,2004,"[1350,1360)",0.002469285,0,136,0
2004,2004,"[1360,1370)",0.011170329,0,137,0
2004,2004,"[1370,1380)",0.064955629,0.001616875,138,0.024891994
2004,2004,"[1380,1390)",0.053932846,0.003774732,139,0.069989482
2004,2004,"[1390,1400)",0.317436057,0.138549312,140,0.436463687
2004,2004,"[1400,1410)",0.060173069,0.011511519,141,0.191306829
2004,2004,"[1420,1430)",0.044266749,0.001695318,143,0.038297766
2004,2004,"[1430,1440)",0.048146896,0.017807609,144,0.369859957
2004,2004,"[1440,1450)",0.003392474,0,145,0
2004,2004,"[1450,1460)",0.008884692,0.001081512,146,0.121727571
2004,2004,"[1460,1470)",0.041612457,0.004718674,147,0.113395704
2004,2004,"[1470,1480)",0.036999695,0.006964856,148,0.188240906
2004,2004,"[1490,1500)",0.108617705,0.000620226,150,0.005710178
2005,2005,"[0,10)",0.038859619,0.000231251,1,0.005950938
2005,2005,"[10,20)",0.144657102,0.002699095,2,0.018658572
2005,2005,"[20,30)",0.005867631,0.000308822,3,0.0526315
2005,2005,"[30,40)",0.033786165,0.001545223,4,0.045735389
2005,2005,"[40,50)",0.039650223,0.001236892,5,0.031195073
2005,2005,"[50,60)",0.031118971,0.000464174,6,0.01491612
2005,2005,"[60,70)",0.301264501,7.74E-05,7,0.000256889
2005,2005,"[70,80)",0.150903207,0.005384662,8,0.035682889
2005,2005,"[80,90)",0.067011774,0.000574904,9,0.008579154
2005,2005,"[100,110)",0.02309142,0,11,0
2005,2005,"[110,120)",0.068564501,7.74E-05,12,0.001128332
2005,2005,"[120,130)",0.07400889,0,13,0
2005,2005,"[130,140)",0.002983892,0.000387067,14,0.129718993
2005,2005,"[140,150)",0.136362349,0.017572566,15,0.128866698
2005,2005,"[150,160)",0.241231795,0,16,0
2005,2005,"[160,170)",0.112459368,0.00573569,17,0.051002329
2005,2005,"[170,180)",0.482455577,0.00038757,18,0.000803328
2005,2005,"[180,190)",0.067467713,0,19,0
2005,2005,"[190,200)",0.053398168,0.001940087,20,0.036332471
2005,2005,"[200,210)",0.143559379,0,21,0
2005,2005,"[210,220)",0.241440023,0.016318871,22,0.067589752
2005,2005,"[220,230)",0.332658743,0.001944608,23,0.005845653
2005,2005,"[230,240)",0.386300127,0.035884583,24,0.092893013
2005,2005,"[240,250)",0.255739724,0.017461727,25,0.068279291
2005,2005,"[250,260)",0.28532283,0.004720817,26,0.01654553
2005,2005,"[260,270)",0.07084681,0.002570235,27,0.036278764
2005,2005,"[270,280)",0.072664386,0.003217355,28,0.044276911
2005,2005,"[280,290)",0.069595105,0.010877206,29,0.156292688
2005,2005,"[290,300)",0.053704416,0.015100701,30,0.281181742
2005,2005,"[300,310)",0.339168529,0.023586583,31,0.06954237
2005,2005,"[310,320)",0.131251755,0.028983935,32,0.220827026
2005,2005,"[320,330)",0.024819822,0.000623638,33,0.025126606
2005,2005,"[330,340)",0.078033122,0.010964092,34,0.140505618
2005,2005,"[340,350)",0.148516772,0.009179916,35,0.061810632
2005,2005,"[350,360)",0.038667409,0.001795616,36,0.046437451
2005,2005,"[360,370)",0.092525074,0.004608909,37,0.049812543
2005,2005,"[370,380)",0.299218956,0.152215452,38,0.508709255
2005,2005,"[380,390)",0.379782743,0.100089627,39,0.263544431
2005,2005,"[390,400)",0.409778699,0.003590016,40,0.008760864
2005,2005,"[400,410)",0.176220362,0.015912908,41,0.090301186
2005,2005,"[410,420)",0.177711885,0.000467669,42,0.002631614
2005,2005,"[420,430)",0.34367603,0.014831216,43,0.043154641
2005,2005,"[430,440)",0.183709544,0.011963574,44,0.065122223
2005,2005,"[440,450)",0.085151996,0.007706046,45,0.090497535
2005,2005,"[450,460)",0.64102639,0.007392047,46,0.01153158
2005,2005,"[460,470)",0.017439706,0.005524396,47,0.31677116
2005,2005,"[470,480)",0.188681377,0.003422826,48,0.018140775
2005,2005,"[480,490)",0.133874553,0.013188291,49,0.098512304
2005,2005,"[490,500)",0.29376444,0.033376492,50,0.113616515
2005,2005,"[500,510)",0.119327105,0.012584933,51,0.105465839
2005,2005,"[510,520)",0.218087687,0.010028453,52,0.04598358
2005,2005,"[520,530)",0.27515103,0.067596571,53,0.245670788
2005,2005,"[530,540)",0.137592416,0.0466915,54,0.339346463
2005,2005,"[540,550)",0.141481311,0.071260894,55,0.503677082
2005,2005,"[550,560)",0.063384659,0.027937966,56,0.440768581
2005,2005,"[560,570)",0.094835112,0.005275462,57,0.055627727
2005,2005,"[570,580)",0.136717434,0.004805301,58,0.035147679
2005,2005,"[580,590)",0.036313996,0.016089767,59,0.44307343
2005,2005,"[590,600)",0.140089104,0.024570725,60,0.175393544
2005,2005,"[600,610)",0.047633847,0.020949583,61,0.43980455
2005,2005,"[610,620)",0.441500727,0.183969338,62,0.416690907
2005,2005,"[620,630)",0.287366908,0.13567819,63,0.472142709
2005,2005,"[630,640)",0.018318552,0.002474197,64,0.135065071
2005,2005,"[640,650)",0.150611941,0.034206773,65,0.2271186
2005,2005,"[650,660)",0.068422947,0.054725589,66,0.799813391
2005,2005,"[660,670)",0.283882149,0.127621243,67,0.449557125
2005,2005,"[670,680)",0.338587401,0.208467901,68,0.61569893
2005,2005,"[690,700)",0.368855933,0.002559146,70,0.006938063
2005,2005,"[700,710)",0.009921176,0,71,0
2005,2005,"[710,720)",0.054650312,0.001940293,72,0.03550379
2005,2005,"[720,730)",0.02400644,0.00660296,73,0.275049514
2005,2005,"[730,740)",0.080087878,0.0244869,74,0.305750387
2005,2005,"[740,750)",0.116485074,0.015320435,75,0.131522728
2005,2005,"[750,760)",0.084514337,0.012215758,76,0.144540655
2005,2005,"[760,770)",0.077477616,0.043540096,77,0.561970006
2005,2005,"[770,780)",0.02727261,0.001948771,78,0.071455249
2005,2005,"[780,790)",0.004204992,0.002963791,79,0.704826823
2005,2005,"[790,800)",0.162837707,0.121310246,80,0.744976386
2005,2005,"[800,810)",0.010721616,0.008836977,81,0.824220553
2005,2005,"[810,820)",0.159085759,0.027053204,82,0.170054215
2005,2005,"[820,830)",0.322663163,0.13807554,83,0.427924708
2005,2005,"[830,840)",0.062896984,0.021383166,84,0.33997124
2005,2005,"[840,850)",0.188512596,0.062443733,85,0.331244353
2005,2005,"[850,860)",0.032365491,0.0093485,86,0.288841597
2005,2005,"[860,870)",0.180259336,0.055940179,87,0.310331661
2005,2005,"[870,880)",0.577987872,0.078825135,88,0.136378528
2005,2005,"[880,890)",0.115277256,0.027445082,89,0.238078895
2005,2005,"[890,900)",0.339668403,0.04180266,90,0.123069026
2005,2005,"[900,910)",0.69071476,0.290679384,91,0.420838529
2005,2005,"[910,920)",0.190520119,0.082632721,92,0.433721755
2005,2005,"[920,930)",0.643395767,0.200295575,93,0.31131006
2005,2005,"[930,940)",0.514626653,0.155081697,94,0.30134797
2005,2005,"[940,950)",0.090752314,0.003907631,95,0.043058196
2005,2005,"[950,960)",0.291358782,0.010703693,96,0.036737154
2005,2005,"[960,970)",0.326026547,0.04974958,97,0.152593647
2005,2005,"[970,980)",0.333708301,0.032365491,98,0.096987371
2005,2005,"[980,990)",0.418829953,0.126918343,99,0.303030723
2005,2005,"[990,1000)",0.903906152,0.24763145,100,0.273957036
2005,2005,"[1000,1010)",0.036331607,0.008090408,101,0.222682348
2005,2005,"[1010,1020)",0.825784504,0.305991405,102,0.370546315
