distMark,year,f_year,urban_perc
338,2001,2001,0.011619807
339,2001,2001,0.012186186
340,2001,2001,0.012783358
341,2001,2001,0.015009843
342,2001,2001,0.014694746
343,2001,2001,0.013715828
344,2001,2001,0.013248548
345,2001,2001,0.013148993
346,2001,2001,0.013273668
347,2001,2001,0.003865785
348,2001,2001,0
349,2001,2001,0
350,2001,2001,0
351,2001,2001,0
352,2001,2001,0
353,2001,2001,0
354,2001,2001,0
355,2001,2001,0
356,2001,2001,0
357,2001,2001,0
358,2001,2001,0.005983717
359,2001,2001,0.007946606
360,2001,2001,0.00780701
361,2001,2001,0.007930844
362,2001,2001,0.008379422
363,2001,2001,0.037332841
364,2001,2001,0.093959716
365,2001,2001,0.188216498
366,2001,2001,0.227603531
367,2001,2001,0.180657115
368,2001,2001,0.111022497
369,2001,2001,0.057523292
370,2001,2001,0.024672605
371,2001,2001,0.006056201
372,2001,2001,0
373,2001,2001,0
374,2001,2001,0
375,2001,2001,0.020729524
376,2001,2001,0.054925069
377,2001,2001,0.083084202
378,2001,2001,0.121048227
379,2001,2001,0.167662445
380,2001,2001,0.222545267
381,2001,2001,0.21986991
382,2001,2001,0.180496975
383,2001,2001,0.148909871
384,2001,2001,0.10751114
385,2001,2001,0.084145031
386,2001,2001,0.069419568
387,2001,2001,0.052370899
388,2001,2001,0.033773238
389,2001,2001,0.019594525
390,2001,2001,0.011849734
391,2001,2001,0.00999324
392,2001,2001,0.010053503
393,2001,2001,0.01015559
394,2001,2001,0.010217851
395,2001,2001,0.010197014
396,2001,2001,0.010114507
397,2001,2001,0.010176265
398,2001,2001,0.010323339
399,2001,2001,0.008275689
400,2001,2001,0
401,2001,2001,0
402,2001,2001,0
403,2001,2001,0.002073145
404,2001,2001,0.010323252
405,2001,2001,0.010134926
406,2001,2001,0.010053401
407,2001,2001,0.010094009
408,2001,2001,0.010176197
409,2001,2001,0.010431006
410,2001,2001,0.010699037
411,2001,2001,0.010933075
412,2001,2001,0.011103329
413,2001,2001,0.01120282
414,2001,2001,0.011278623
415,2001,2001,0.011227982
416,2001,2001,0.011128035
417,2001,2001,0.004521508
418,2001,2001,0
419,2001,2001,0
420,2001,2001,0
421,2001,2001,0
422,2001,2001,0
423,2001,2001,0.0086877
424,2001,2001,0.019050734
425,2001,2001,0.035606642
426,2001,2001,0.057557299
427,2001,2001,0.086166846
428,2001,2001,0.116227941
429,2001,2001,0.12087014
430,2001,2001,0.119908523
431,2001,2001,0.118489413
432,2001,2001,0.116876444
433,2001,2001,0.115528263
434,2001,2001,0.114427101
435,2001,2001,0.113560717
436,2001,2001,0.10599027
437,2001,2001,0.079644068
438,2001,2001,0.058452884
439,2001,2001,0.035491137
440,2001,2001,0.01857531
441,2001,2001,0.007375392
442,2001,2001,0.001830307
443,2001,2001,0
444,2001,2001,0
445,2001,2001,0
446,2001,2001,0
447,2001,2001,0
448,2001,2001,0
449,2001,2001,0
450,2001,2001,0
451,2001,2001,0
452,2001,2001,0
453,2001,2001,0
454,2001,2001,0
455,2001,2001,0
456,2001,2001,0
457,2001,2001,0
458,2001,2001,0.005809886
459,2001,2001,0.009664477
460,2001,2001,0.009645829
461,2001,2001,0.009627246
462,2001,2001,0.009499187
463,2001,2001,0.00942752
464,2001,2001,0.009392099
465,2001,2001,0.009270219
466,2001,2001,0.009218962
467,2001,2001,0.009253084
468,2001,2001,0.009374509
469,2001,2001,0.009499174
470,2001,2001,0.009571912
471,2001,2001,0.013556368
472,2001,2001,0.027757676
473,2001,2001,0.04468246
474,2001,2001,0.059504291
475,2001,2001,0.078942507
476,2001,2001,0.092714126
477,2001,2001,0.099117258
478,2001,2001,0.104761822
479,2001,2001,0.104132417
480,2001,2001,0.103717013
481,2001,2001,0.102490577
482,2001,2001,0.102088138
483,2001,2001,0.101688875
484,2001,2001,0.101490376
485,2001,2001,0.08731632
486,2001,2001,0.053705038
487,2001,2001,0.019070811
488,2001,2001,0.007542055
489,2001,2001,0.005603709
490,2001,2001,0.003735804
491,2001,2001,0.003763926
492,2001,2001,0.003756854
493,2001,2001,0.003756857
494,2001,2001,0.003756857
495,2001,2001,0.013148881
496,2001,2001,0.018713791
497,2001,2001,0.018748868
498,2001,2001,0.018962193
499,2001,2001,0.018890551
500,2001,2001,0.01885493
501,2001,2001,0.018678826
502,2001,2001,0.018643981
503,2001,2001,0.015112386
504,2001,2001,0.014970989
505,2001,2001,0.014915158
506,2001,2001,0.015027225
507,2001,2001,0.013198463
508,2001,2001,0.00755629
509,2001,2001,0
510,2001,2001,0
511,2001,2001,0
512,2001,2001,0
513,2001,2001,0
514,2001,2001,0
515,2001,2001,0
516,2001,2001,0
517,2001,2001,0.011355895
518,2001,2001,0.013198583
519,2001,2001,0.01305094
520,2001,2001,0.014915361
521,2001,2001,0.018609505
522,2001,2001,0.028443776
523,2001,2001,0.029391273
524,2001,2001,0.029623445
525,2001,2001,0.029506884
526,2001,2001,0.029506903
527,2001,2001,0.030465796
528,2001,2001,0.031688649
529,2001,2001,0.033306994
530,2001,2001,0.033307001
531,2001,2001,0.032654425
532,2001,2001,0.031890785
533,2001,2001,0.030968992
534,2001,2001,0.02031036
535,2001,2001,0.013851473
536,2001,2001,0.013349549
537,2001,2001,0.013002401
538,2001,2001,0.009252764
539,2001,2001,0.005572326
540,2001,2001,0.00184039
541,2001,2001,0
542,2001,2001,0
543,2001,2001,0
544,2001,2001,0
545,2001,2001,0
546,2001,2001,0
547,2001,2001,0
548,2001,2001,0
549,2001,2001,0
550,2001,2001,0.001816992
551,2001,2001,0.003680801
552,2001,2001,0.003714979
553,2001,2001,0
554,2001,2001,0
555,2001,2001,0
556,2001,2001,0
557,2001,2001,0
558,2001,2001,0
559,2001,2001,0
560,2001,2001,0
561,2001,2001,0.003680798
562,2001,2001,0.016686517
563,2001,2001,0.039227544
564,2001,2001,0.060795062
565,2001,2001,0.071379707
566,2001,2001,0.08249534
567,2001,2001,0.092915158
568,2001,2001,0.099168044
569,2001,2001,0.099547744
570,2001,2001,0.099547732
571,2001,2001,0.099547765
572,2001,2001,0.09954779
573,2001,2001,0.105493234
574,2001,2001,0.105493411
575,2001,2001,0.088401003
576,2001,2001,0.065591918
577,2001,2001,0.038069909
578,2001,2001,0.026348081
579,2001,2001,0.020509146
580,2001,2001,0.016686829
581,2001,2001,0.011292007
582,2001,2001,0.026448292
583,2001,2001,0.07288781
584,2001,2001,0.132204371
585,2001,2001,0.168528947
586,2001,2001,0.210689542
587,2001,2001,0.261380578
588,2001,2001,0.30622881
589,2001,2001,0.325577815
590,2001,2001,0.355844052
591,2001,2001,0.395967971
592,2001,2001,0.465203783
593,2001,2001,0.516279906
594,2001,2001,0.57841629
595,2001,2001,0.637961558
596,2001,2001,0.683925657
597,2001,2001,0.713773634
598,2001,2001,0.773520591
599,2001,2001,0.841614469
600,2001,2001,0.913516823
601,2001,2001,0.935968354
602,2001,2001,0.967880958
603,2001,2001,0.972291846
604,2001,2001,0.976470931
605,2001,2001,0.974909693
606,2001,2001,0.963498933
607,2001,2001,0.951722416
608,2001,2001,0.943358693
609,2001,2001,0.932674327
610,2001,2001,0.906096462
611,2001,2001,0.891145141
612,2001,2001,0.861380262
613,2001,2001,0.803389492
614,2001,2001,0.784297926
615,2001,2001,0.741981585
616,2001,2001,0.720923307
617,2001,2001,0.705493637
618,2001,2001,0.654295572
619,2001,2001,0.620863118
620,2001,2001,0.585047193
621,2001,2001,0.541689146
622,2001,2001,0.500620429
623,2001,2001,0.446698328
624,2001,2001,0.390614063
625,2001,2001,0.345625832
626,2001,2001,0.301855679
627,2001,2001,0.289024372
628,2001,2001,0.279579094
629,2001,2001,0.266356905
630,2001,2001,0.269119708
631,2001,2001,0.275933989
632,2001,2001,0.256382045
633,2001,2001,0.245117301
634,2001,2001,0.237384838
635,2001,2001,0.228081644
636,2001,2001,0.206421063
637,2001,2001,0.189790737
638,2001,2001,0.160357108
639,2001,2001,0.137158081
640,2001,2001,0.12441767
641,2001,2001,0.096771814
642,2001,2001,0.077482114
643,2001,2001,0.067952038
644,2001,2001,0.075643557
645,2001,2001,0.088870233
646,2001,2001,0.086382763
647,2001,2001,0.094794051
648,2001,2001,0.109725899
649,2001,2001,0.111467053
650,2001,2001,0.111467028
651,2001,2001,0.111466832
652,2001,2001,0.106432377
653,2001,2001,0.099116947
654,2001,2001,0.097638917
655,2001,2001,0.095670896
656,2001,2001,0.089293354
657,2001,2001,0.080024092
658,2001,2001,0.063546419
659,2001,2001,0.037916202
660,2001,2001,0.024866569
661,2001,2001,0.020961038
662,2001,2001,0.011922742
663,2001,2001,0.004792027
664,2001,2001,0
665,2001,2001,0
666,2001,2001,0.004297759
667,2001,2001,0.012464488
668,2001,2001,0.028549971
669,2001,2001,0.040455889
670,2001,2001,0.042478778
671,2001,2001,0.041636522
672,2001,2001,0.040986381
673,2001,2001,0.040590293
674,2001,2001,0.040433957
675,2001,2001,0.041227801
676,2001,2001,0.040050782
677,2001,2001,0.026137653
678,2001,2001,0.011919774
679,2001,2001,0.011664862
680,2001,2001,0.017262562
681,2001,2001,0.015141087
682,2001,2001,0.016779662
683,2001,2001,0.024237335
684,2001,2001,0.036875571
685,2001,2001,0.057157474
686,2001,2001,0.074440771
687,2001,2001,0.099558387
688,2001,2001,0.13764232
689,2001,2001,0.182035935
690,2001,2001,0.22546319
691,2001,2001,0.264577927
692,2001,2001,0.305291598
693,2001,2001,0.361124686
694,2001,2001,0.436831539
695,2001,2001,0.497695038
696,2001,2001,0.55842687
697,2001,2001,0.584383552
698,2001,2001,0.584384999
699,2001,2001,0.576066732
700,2001,2001,0.536113127
701,2001,2001,0.481876874
702,2001,2001,0.402490015
703,2001,2001,0.334429388
704,2001,2001,0.262338224
705,2001,2001,0.195860246
706,2001,2001,0.143323673
707,2001,2001,0.09953054
708,2001,2001,0.060440148
709,2001,2001,0.045327269
710,2001,2001,0.037866092
711,2001,2001,0.029891555
712,2001,2001,0.023536446
713,2001,2001,0.023536671
714,2001,2001,0.019134343
715,2001,2001,0.019053254
716,2001,2001,0.012756204
717,2001,2001,0
718,2001,2001,0.008450089
719,2001,2001,0.008326966
720,2001,2001,0.008275273
721,2001,2001,0.012412981
722,2001,2001,0.012412986
723,2001,2001,0.012361833
724,2001,2001,0.016516515
725,2001,2001,0.032964663
726,2001,2001,0.053901481
727,2001,2001,0.093098664
728,2001,2001,0.141579177
729,2001,2001,0.17171376
730,2001,2001,0.210029634
731,2001,2001,0.261501533
732,2001,2001,0.312264543
733,2001,2001,0.337811936
734,2001,2001,0.347579501
735,2001,2001,0.356747753
736,2001,2001,0.321124677
737,2001,2001,0.295194379
738,2001,2001,0.257240385
739,2001,2001,0.227380765
740,2001,2001,0.203041891
741,2001,2001,0.177517569
742,2001,2001,0.151405686
743,2001,2001,0.121862657
744,2001,2001,0.104860219
745,2001,2001,0.098691292
746,2001,2001,0.094384862
747,2001,2001,0.078889648
748,2001,2001,0.065429246
749,2001,2001,0.075821829
750,2001,2001,0.076574894
751,2001,2001,0.07246906
752,2001,2001,0.061142813
753,2001,2001,0.047586266
754,2001,2001,0.037781294
755,2001,2001,0.03193314
756,2001,2001,0.029942225
757,2001,2001,0.029886294
758,2001,2001,0.029998363
759,2001,2001,0.030282248
760,2001,2001,0.040357495
761,2001,2001,0.050548243
762,2001,2001,0.056601015
763,2001,2001,0.058897585
764,2001,2001,0.056984797
765,2001,2001,0.059276947
766,2001,2001,0.059911141
767,2001,2001,0.062183871
768,2001,2001,0.061524279
769,2001,2001,0.060750958
770,2001,2001,0.059872976
771,2001,2001,0.05914039
772,2001,2001,0.051962547
773,2001,2001,0.047774449
774,2001,2001,0.04130925
775,2001,2001,0.030807304
776,2001,2001,0.02077992
777,2001,2001,0.005593255
778,2001,2001,0.009219088
779,2001,2001,0.012882925
780,2001,2001,0.02020734
781,2001,2001,0.027555412
782,2001,2001,0.027404391
783,2001,2001,0.027504891
784,2001,2001,0.029338546
785,2001,2001,0.031402518
786,2001,2001,0.037853106
787,2001,2001,0.052697543
788,2001,2001,0.070230511
789,2001,2001,0.072821478
790,2001,2001,0.072674458
791,2001,2001,0.07152201
792,2001,2001,0.067990638
793,2001,2001,0.064669463
794,2001,2001,0.061809659
795,2001,2001,0.050672715
796,2001,2001,0.047679259
797,2001,2001,0.058324188
798,2001,2001,0.08055731
799,2001,2001,0.104292183
800,2001,2001,0.122326481
801,2001,2001,0.1456947
802,2001,2001,0.158857982
803,2001,2001,0.159526576
804,2001,2001,0.158652931
805,2001,2001,0.158367102
806,2001,2001,0.159821569
807,2001,2001,0.161903773
808,2001,2001,0.164970711
809,2001,2001,0.167512185
810,2001,2001,0.170466677
811,2001,2001,0.151587543
812,2001,2001,0.126438576
813,2001,2001,0.101190391
814,2001,2001,0.068177813
815,2001,2001,0.036608624
816,2001,2001,0.019677254
817,2001,2001,0.017490868
818,2001,2001,0.017645192
819,2001,2001,0.018083969
820,2001,2001,0.018459581
821,2001,2001,0.018851079
822,2001,2001,0.018675024
823,2001,2001,0.017606351
824,2001,2001,0.018892453
825,2001,2001,0.018972103
826,2001,2001,0.015542281
827,2001,2001,0.014514694
828,2001,2001,0.005071528
829,2001,2001,0
830,2001,2001,0
831,2001,2001,0
832,2001,2001,0.002230358
833,2001,2001,0.004316306
834,2001,2001,0.004137711
835,2001,2001,0.003997127
836,2001,2001,0.003895905
837,2001,2001,0.003895906
838,2001,2001,0.003949781
839,2001,2001,0.004021262
840,2001,2001,0.008190654
841,2001,2001,0.022756876
842,2001,2001,0.03614211
843,2001,2001,0.054661708
844,2001,2001,0.076514456
845,2001,2001,0.092944988
846,2001,2001,0.123409686
847,2001,2001,0.170167012
848,2001,2001,0.243689168
849,2001,2001,0.31538939
850,2001,2001,0.397342062
851,2001,2001,0.470603165
852,2001,2001,0.513464302
853,2001,2001,0.538695657
854,2001,2001,0.544696168
855,2001,2001,0.527290222
856,2001,2001,0.499645348
857,2001,2001,0.482218923
858,2001,2001,0.453872508
859,2001,2001,0.430226155
860,2001,2001,0.395800095
861,2001,2001,0.358013136
862,2001,2001,0.319300447
863,2001,2001,0.261718432
864,2001,2001,0.216711892
865,2001,2001,0.179668601
866,2001,2001,0.148266749
867,2001,2001,0.118282156
868,2001,2001,0.08823239
869,2001,2001,0.059998384
870,2001,2001,0.037317102
871,2001,2001,0.018697313
872,2001,2001,0.002077482
873,2001,2001,0
874,2001,2001,0
875,2001,2001,0.006545133
876,2001,2001,0.021580799
877,2001,2001,0.033943715
878,2001,2001,0.0499615
879,2001,2001,0.074322816
880,2001,2001,0.081736982
881,2001,2001,0.087155671
882,2001,2001,0.086281016
883,2001,2001,0.085593984
884,2001,2001,0.073945129
885,2001,2001,0.052379806
886,2001,2001,0.038824446
887,2001,2001,0.041119025
888,2001,2001,0.043896595
889,2001,2001,0.040221501
890,2001,2001,0.027462823
891,2001,2001,0.014850125
892,2001,2001,0.008521721
893,2001,2001,0.006391296
894,2001,2001,0.006364183
895,2001,2001,0.006337477
896,2001,2001,0.006258281
897,2001,2001,0.010301607
898,2001,2001,0.020434836
899,2001,2001,0.022341425
900,2001,2001,0.022296168
901,2001,2001,0.022251074
902,2001,2001,0.022296175
903,2001,2001,0.022296178
904,2001,2001,0.022161447
905,2001,2001,0.022028347
906,2001,2001,0.022251247
907,2001,2001,0.020435084
908,2001,2001,0.035243835
909,2001,2001,0.045894167
910,2001,2001,0.043624997
911,2001,2001,0.041205132
912,2001,2001,0.040536976
913,2001,2001,0.039810718
914,2001,2001,0.038957715
915,2001,2001,0.038957748
916,2001,2001,0.04533134
917,2001,2001,0.046242641
918,2001,2001,0.048690147
919,2001,2001,0.048524903
920,2001,2001,0.042374913
921,2001,2001,0.028928993
922,2001,2001,0.019983843
923,2001,2001,0.006588222
924,2001,2001,0.002172221
925,2001,2001,0.004297761
926,2001,2001,0.008540319
927,2001,2001,0.008485958
928,2001,2001,0.00850399
929,2001,2001,0.008576925
930,2001,2001,0.006405198
931,2001,2001,0.006350934
932,2001,2001,0.006245153
933,2001,2001,0.006180816
934,2001,2001,0.006105341
935,2001,2001,0.006080591
936,2001,2001,0.006117799
937,2001,2001,0.006310838
938,2001,2001,0.002181683
939,2001,2001,0.004552051
940,2001,2001,0.011754604
941,2001,2001,0.011810148
942,2001,2001,0.01167231
943,2001,2001,0.011458312
944,2001,2001,0.011102125
945,2001,2001,0.010744274
946,2001,2001,0.010540379
947,2001,2001,0.010259185
948,2001,2001,0.010093519
949,2001,2001,0.009933091
950,2001,2001,0.009992651
951,2001,2001,0.009992649
952,2001,2001,0.010155006
953,2001,2001,0.010322752
954,2001,2001,0.004172207
955,2001,2001,0
956,2001,2001,0
957,2001,2001,0
958,2001,2001,0
959,2001,2001,0
960,2001,2001,0
961,2001,2001,0.006736144
962,2001,2001,0.017724267
963,2001,2001,0.019721491
964,2001,2001,0.019764772
965,2001,2001,0.019507746
966,2001,2001,0.019340063
967,2001,2001,0.019216193
968,2001,2001,0.019175251
969,2001,2001,0.019134485
970,2001,2001,0.019013206
971,2001,2001,0.018775195
972,2001,2001,0.01858138
973,2001,2001,0.018059386
974,2001,2001,0.013715952
975,2001,2001,0.003880786
976,2001,2001,0
977,2001,2001,0
978,2001,2001,0
979,2001,2001,0
980,2001,2001,0
981,2001,2001,0
982,2001,2001,0
983,2001,2001,0
984,2001,2001,0
985,2001,2001,0
986,2001,2001,0
987,2001,2001,0
988,2001,2001,0
989,2001,2001,0
990,2001,2001,0
991,2001,2001,0
992,2001,2001,0
993,2001,2001,0
994,2001,2001,0.002086117
995,2001,2001,0.004146287
996,2001,2001,0.004070343
997,2001,2001,0.003965428
998,2001,2001,0.003880786
999,2001,2001,0.005732187
1000,2001,2001,0.021058389
1001,2001,2001,0.055837907
1002,2001,2001,0.093985152
1003,2001,2001,0.141393925
1004,2001,2001,0.192983081
1005,2001,2001,0.243228336
1006,2001,2001,0.304300731
1007,2001,2001,0.331862237
1008,2001,2001,0.349206411
1009,2001,2001,0.367775989
1010,2001,2001,0.371010641
1011,2001,2001,0.357159245
1012,2001,2001,0.338966106
1013,2001,2001,0.296368294
1014,2001,2001,0.254904019
1015,2001,2001,0.215874509
1016,2001,2001,0.175227705
1017,2001,2001,0.143651873
1018,2001,2001,0.115050233
1019,2001,2001,0.096285611
1020,2001,2001,0.079851732
1021,2001,2001,0.064107945
1022,2001,2001,0.048526147
1023,2001,2001,0.041004464
1024,2001,2001,0.031890067
1025,2001,2001,0.024929156
1026,2001,2001,0.016182323
1027,2001,2001,0.013715567
1028,2001,2001,0.013503907
1029,2001,2001,0.009535426
1030,2001,2001,0.003806914
1031,2001,2001,0
1032,2001,2001,0
1033,2001,2001,0
1034,2001,2001,0
1035,2001,2001,0
1036,2001,2001,0
1037,2001,2001,0
1038,2001,2001,0
1039,2001,2001,0
1040,2001,2001,0.008122161
