DistMark,year,f_year,size,mov_aver,reserve,reserve_name,reserve_without_nj
1213,2017,2017,0,0.095,N,non-PAs,N
1214,2017,2017,0.25,0.095,N,non-PAs,N
1215,2017,2017,0,0.095,N,non-PAs,N
1216,2017,2017,0.75,0.095,N,non-PAs,N
1217,2017,2017,0,0.09,N,non-PAs,N
1218,2017,2017,0,0.09,N,non-PAs,N
1219,2017,2017,1,0.095,N,non-PAs,N
1220,2017,2017,0.25,0.095,N,non-PAs,N
1221,2017,2017,0,0.095,N,non-PAs,N
1222,2017,2017,0,0.09,N,non-PAs,N
1223,2017,2017,0,0.09,N,non-PAs,N
1224,2017,2017,0,0.085,N,non-PAs,N
1225,2017,2017,0,0.085,N,non-PAs,N
1226,2017,2017,0,0.085,N,non-PAs,N
1227,2017,2017,0,0.085,N,non-PAs,N
1228,2017,2017,0,0.085,N,non-PAs,N
1229,2017,2017,0,0.08,N,non-PAs,N
1230,2017,2017,0,0.08,N,non-PAs,N
1231,2017,2017,0,0.08,N,non-PAs,N
1232,2017,2017,0,0.07,N,non-PAs,N
1233,2017,2017,0,0.06,N,non-PAs,N
1234,2017,2017,0,0.06,N,non-PAs,N
1235,2017,2017,0,0.075,N,non-PAs,N
1236,2017,2017,0,0.075,N,non-PAs,N
1237,2017,2017,0,0.075,N,non-PAs,N
1238,2017,2017,0,0.075,N,non-PAs,N
1239,2017,2017,0,0.07,N,non-PAs,N
1240,2017,2017,0,0.07,N,non-PAs,N
1241,2017,2017,0,0.06,N,non-PAs,N
1242,2017,2017,0.25,0.06,N,non-PAs,N
1243,2017,2017,0,0.06,N,non-PAs,N
1244,2017,2017,0.25,0.055,N,non-PAs,N
1245,2017,2017,0,0.055,N,non-PAs,N
1246,2017,2017,0,0.065,N,non-PAs,N
1247,2017,2017,0,0.08,N,non-PAs,N
1248,2017,2017,0,0.095,N,non-PAs,N
1249,2017,2017,0,0.115,N,non-PAs,N
1250,2017,2017,0,0.115,N,non-PAs,N
1251,2017,2017,0,0.13,N,non-PAs,N
1252,2017,2017,0,0.15,N,non-PAs,N
1253,2017,2017,0,0.17,N,non-PAs,N
1254,2017,2017,0,0.17,N,non-PAs,N
1255,2017,2017,0,0.17,N,non-PAs,N
1256,2017,2017,0,0.17,N,non-PAs,N
1257,2017,2017,0,0.17,N,non-PAs,N
1258,2017,2017,0.25,0.17,N,non-PAs,N
1259,2017,2017,0,0.17,N,non-PAs,N
1260,2017,2017,0.75,0.17,N,non-PAs,N
1261,2017,2017,0,0.17,Y,nanjing,N
1262,2017,2017,0,0.185,Y,nanjing,N
1263,2017,2017,0,0.19,Y,nanjing,N
1264,2017,2017,0,0.22,Y,nanjing,N
1265,2017,2017,0,0.235,Y,nanjing,N
1266,2017,2017,0.25,0.27,Y,nanjing,N
1267,2017,2017,0,0.29,Y,nanjing,N
1268,2017,2017,0,0.295,Y,nanjing,N
1269,2017,2017,0.75,0.29,Y,nanjing,N
1270,2017,2017,0.25,0.29,Y,nanjing,N
1271,2017,2017,0.5,0.29,Y,nanjing,N
1272,2017,2017,0.75,0.29,Y,nanjing,N
1273,2017,2017,0.75,0.29,Y,nanjing,N
1274,2017,2017,1,0.29,Y,nanjing,N
1275,2017,2017,0,0.29,Y,nanjing,N
1276,2017,2017,0.75,0.29,Y,nanjing,N
1277,2017,2017,1,0.295,Y,nanjing,N
1278,2017,2017,1,0.295,Y,nanjing,N
1279,2017,2017,0,0.305,Y,nanjing,N
1280,2017,2017,0,0.355,Y,nanjing,N
1281,2017,2017,0,0.36,Y,nanjing,N
1282,2017,2017,0,0.385,Y,nanjing,N
1283,2017,2017,0,0.38,Y,nanjing,N
1284,2017,2017,0,0.39,Y,nanjing,N
1285,2017,2017,0,0.375,Y,nanjing,N
1286,2017,2017,0,0.375,Y,nanjing,N
1287,2017,2017,0.75,0.375,Y,nanjing,N
1288,2017,2017,0.25,0.375,Y,nanjing,N
1289,2017,2017,1.5,0.375,Y,nanjing,N
1290,2017,2017,0.75,0.375,Y,nanjing,N
1291,2017,2017,1.75,0.37,Y,nanjing,N
1292,2017,2017,1.25,0.37,Y,nanjing,N
1293,2017,2017,0.25,0.37,Y,nanjing,N
1294,2017,2017,0,0.355,Y,nanjing,N
1295,2017,2017,0,0.35,Y,nanjing,N
1296,2017,2017,0,0.34,Y,nanjing,N
1297,2017,2017,0,0.325,Y,nanjing,N
1298,2017,2017,0,0.31,Y,nanjing,N
1299,2017,2017,0,0.29,Y,nanjing,N
1300,2017,2017,0,0.29,Y,nanjing,N
1301,2017,2017,0,0.275,Y,nanjing,N
1302,2017,2017,0.25,0.255,Y,nanjing,N
1303,2017,2017,0,0.235,Y,nanjing,N
1304,2017,2017,0.5,0.235,Y,nanjing,N
1305,2017,2017,2.5,0.235,Y,nanjing,N
1306,2017,2017,0.25,0.235,Y,nanjing,N
1307,2017,2017,1.25,0.235,Y,nanjing,N
1308,2017,2017,0,0.235,Y,nanjing,N
1309,2017,2017,0.5,0.235,N,non-PAs,N
1310,2017,2017,0,0.235,N,non-PAs,N
1311,2017,2017,0,0.235,N,non-PAs,N
1312,2017,2017,0,0.22,N,non-PAs,N
1313,2017,2017,0,0.215,N,non-PAs,N
1314,2017,2017,0,0.185,N,non-PAs,N
1315,2017,2017,0,0.17,N,non-PAs,N
1316,2017,2017,0,0.135,N,non-PAs,N
1317,2017,2017,0,0.11,N,non-PAs,N
1318,2017,2017,0,0.105,N,non-PAs,N
1319,2017,2017,0,0.105,N,non-PAs,N
1320,2017,2017,0,0.105,N,non-PAs,N
1321,2017,2017,0,0.105,N,non-PAs,N
1322,2017,2017,0,0.105,N,non-PAs,N
1323,2017,2017,0,0.11,N,non-PAs,N
1324,2017,2017,0,0.11,N,non-PAs,N
1325,2017,2017,0,0.11,N,non-PAs,N
1326,2017,2017,0,0.11,N,non-PAs,N
1327,2017,2017,0,0.105,N,non-PAs,N
1328,2017,2017,0,0.105,N,non-PAs,N
1329,2017,2017,0,0.095,N,non-PAs,N
1330,2017,2017,0,0.045,N,non-PAs,N
1331,2017,2017,0,0.04,N,non-PAs,N
1332,2017,2017,0,0.015,N,non-PAs,N
1333,2017,2017,0,0.015,N,non-PAs,N
1334,2017,2017,0,0.005,N,non-PAs,N
1335,2017,2017,0,0.005,N,non-PAs,N
1336,2017,2017,0,0.005,N,non-PAs,N
1337,2017,2017,0,0.005,N,non-PAs,N
1338,2017,2017,0,0.005,N,non-PAs,N
1339,2017,2017,0,0.005,N,non-PAs,N
1340,2017,2017,0,0.005,N,non-PAs,N
1341,2017,2017,0,0.005,N,non-PAs,N
1342,2017,2017,0,0.005,N,non-PAs,N
1343,2017,2017,0,0.005,N,non-PAs,N
1344,2017,2017,0,0.005,N,non-PAs,N
1345,2017,2017,0,0.005,N,non-PAs,N
1346,2017,2017,0,0.005,N,non-PAs,N
1347,2017,2017,0,0.005,N,non-PAs,N
1348,2017,2017,0.25,0.005,N,non-PAs,N
1349,2017,2017,0,0.005,N,non-PAs,N
1350,2017,2017,0,0.005,N,non-PAs,N
1351,2017,2017,0,0.005,N,non-PAs,N
1352,2017,2017,0,0.005,N,non-PAs,N
1353,2017,2017,0,0.005,N,non-PAs,N
1354,2017,2017,0,0.005,N,non-PAs,N
1355,2017,2017,0,0.005,N,non-PAs,N
1356,2017,2017,0,0.01,N,non-PAs,N
1357,2017,2017,0,0.01,N,non-PAs,N
1358,2017,2017,0,0.01,N,non-PAs,N
1359,2017,2017,0,0.01,N,non-PAs,N
1360,2017,2017,0,0.01,N,non-PAs,N
1361,2017,2017,0,0.01,N,non-PAs,N
1362,2017,2017,0,0.01,N,non-PAs,N
1363,2017,2017,0,0.01,N,non-PAs,N
1364,2017,2017,0,0.01,N,non-PAs,N
1365,2017,2017,0,0.02,N,non-PAs,N
1366,2017,2017,0,0.02,N,non-PAs,N
1367,2017,2017,0,0.02,N,non-PAs,N
1368,2017,2017,0,0.02,N,non-PAs,N
1369,2017,2017,0,0.02,N,non-PAs,N
1370,2017,2017,0,0.02,N,non-PAs,N
1371,2017,2017,0,0.02,N,non-PAs,N
1372,2017,2017,0,0.02,N,non-PAs,N
1373,2017,2017,0,0.015,N,non-PAs,N
1374,2017,2017,0,0.015,N,non-PAs,N
1375,2017,2017,0,0.015,N,non-PAs,N
1376,2017,2017,0,0.015,N,non-PAs,N
1377,2017,2017,0,0.015,N,non-PAs,N
1378,2017,2017,0,0.015,N,non-PAs,N
1379,2017,2017,0,0.015,N,non-PAs,N
1380,2017,2017,0,0.015,N,non-PAs,N
1381,2017,2017,0.25,0.015,Y,zhenjiang,Y
1382,2017,2017,0,0.015,Y,zhenjiang,Y
1383,2017,2017,0,0.015,Y,zhenjiang,Y
1384,2017,2017,0,0.015,Y,zhenjiang,Y
1385,2017,2017,0,0.015,Y,zhenjiang,Y
1386,2017,2017,0,0.015,Y,zhenjiang,Y
1387,2017,2017,0,0.015,Y,zhenjiang,Y
1388,2017,2017,0,0.015,Y,zhenjiang,Y
1389,2017,2017,0,0.03,Y,zhenjiang,Y
1390,2017,2017,0.5,0.03,Y,zhenjiang,Y
1391,2017,2017,0,0.03,Y,zhenjiang,Y
1392,2017,2017,0,0.05,Y,zhenjiang,Y
1393,2017,2017,0,0.065,Y,zhenjiang,Y
1394,2017,2017,0,0.075,Y,zhenjiang,Y
1395,2017,2017,0,0.075,Y,zhenjiang,Y
1396,2017,2017,0,0.085,Y,zhenjiang,Y
1397,2017,2017,0,0.085,Y,zhenjiang,Y
1398,2017,2017,0,0.085,Y,zhenjiang,Y
1399,2017,2017,0,0.09,Y,zhenjiang,Y
1400,2017,2017,0,0.09,Y,zhenjiang,Y
1401,2017,2017,0,0.09,Y,zhenjiang,Y
1402,2017,2017,0,0.09,Y,zhenjiang,Y
1403,2017,2017,0,0.09,Y,zhenjiang,Y
1404,2017,2017,0,0.09,Y,zhenjiang,Y
1405,2017,2017,0,0.09,Y,zhenjiang,Y
1406,2017,2017,0,0.085,Y,zhenjiang,Y
1407,2017,2017,0,0.085,Y,zhenjiang,Y
1408,2017,2017,0,0.085,Y,zhenjiang,Y
1409,2017,2017,0,0.085,Y,zhenjiang,Y
1410,2017,2017,0,0.085,N,non-PAs,N
1411,2017,2017,0,0.085,N,non-PAs,N
1412,2017,2017,0,0.085,N,non-PAs,N
1413,2017,2017,0,0.085,N,non-PAs,N
1414,2017,2017,0.75,0.085,N,non-PAs,N
1415,2017,2017,0,0.075,N,non-PAs,N
1416,2017,2017,0,0.075,N,non-PAs,N
1417,2017,2017,1,0.085,N,non-PAs,N
1418,2017,2017,0.75,0.085,N,non-PAs,N
1419,2017,2017,0.5,0.085,N,non-PAs,N
1420,2017,2017,0,0.085,N,non-PAs,N
1421,2017,2017,0.5,0.095,N,non-PAs,N
1422,2017,2017,0,0.095,N,non-PAs,N
1423,2017,2017,0,0.095,N,non-PAs,N
1424,2017,2017,0.25,0.095,N,non-PAs,N
1425,2017,2017,0,0.095,N,non-PAs,N
1426,2017,2017,0,0.095,N,non-PAs,N
1427,2017,2017,0,0.095,N,non-PAs,N
1428,2017,2017,0,0.095,N,non-PAs,N
1429,2017,2017,0,0.095,N,non-PAs,N
1430,2017,2017,0,0.095,N,non-PAs,N
1431,2017,2017,0,0.095,N,non-PAs,N
1432,2017,2017,0,0.095,N,non-PAs,N
1433,2017,2017,0,0.095,N,non-PAs,N
1434,2017,2017,0,0.095,N,non-PAs,N
1435,2017,2017,0,0.095,N,non-PAs,N
1436,2017,2017,0,0.095,N,non-PAs,N
1437,2017,2017,0,0.095,N,non-PAs,N
1438,2017,2017,0,0.095,N,non-PAs,N
1439,2017,2017,0,0.08,N,non-PAs,N
1440,2017,2017,0,0.08,N,non-PAs,N
1441,2017,2017,0,0.08,N,non-PAs,N
1442,2017,2017,0.5,0.06,N,non-PAs,N
1443,2017,2017,0,0.045,N,non-PAs,N
1444,2017,2017,0,0.035,N,non-PAs,N
1445,2017,2017,0,0.035,N,non-PAs,N
1446,2017,2017,0.5,0.025,N,non-PAs,N
1447,2017,2017,0,0.025,N,non-PAs,N
1448,2017,2017,0,0.025,N,non-PAs,N
1449,2017,2017,0,0.02,N,non-PAs,N
1450,2017,2017,0,0.02,N,non-PAs,N
1451,2017,2017,0,0.02,N,non-PAs,N
1452,2017,2017,0,0.02,N,non-PAs,N
1453,2017,2017,0,0.02,N,non-PAs,N
1454,2017,2017,0,0.02,N,non-PAs,N
1455,2017,2017,0,0.02,N,non-PAs,N
1456,2017,2017,0,0.02,N,non-PAs,N
1457,2017,2017,0,0.02,N,non-PAs,N
1458,2017,2017,0,0.02,N,non-PAs,N
1459,2017,2017,0,0.02,N,non-PAs,N
1460,2017,2017,0,0.02,N,non-PAs,N
1461,2017,2017,0,0.02,N,non-PAs,N
1462,2017,2017,0,0.02,N,non-PAs,N
1463,2017,2017,0,0.02,N,non-PAs,N
1464,2017,2017,0,0.02,N,non-PAs,N
1465,2017,2017,0,0.02,N,non-PAs,N
1466,2017,2017,0,0.02,N,non-PAs,N
1467,2017,2017,0,0.01,N,non-PAs,N
1468,2017,2017,0,0.01,N,non-PAs,N
1469,2017,2017,0,0.01,N,non-PAs,N
1470,2017,2017,0,0.01,N,non-PAs,N
1471,2017,2017,0,0,N,non-PAs,N
1472,2017,2017,0,0,N,non-PAs,N
1473,2017,2017,0,0,N,non-PAs,N
1474,2017,2017,0,0,N,non-PAs,N
1475,2017,2017,0,0,N,non-PAs,N
1476,2017,2017,0,0,N,non-PAs,N
1477,2017,2017,0,0,N,non-PAs,N
1478,2017,2017,0,0,N,non-PAs,N
1479,2017,2017,0,0,N,non-PAs,N
1480,2017,2017,0,0,N,non-PAs,N
1481,2017,2017,0,0,N,non-PAs,N
1482,2017,2017,0,0.015,N,non-PAs,N
1483,2017,2017,0,0.015,N,non-PAs,N
1484,2017,2017,0,0.015,N,non-PAs,N
1485,2017,2017,0,0.015,N,non-PAs,N
1486,2017,2017,0,0.015,N,non-PAs,N
1487,2017,2017,0,0.015,N,non-PAs,N
1488,2017,2017,0,0.015,N,non-PAs,N
1489,2017,2017,0,0.015,N,non-PAs,N
1490,2017,2017,0,0.015,N,non-PAs,N
1491,2017,2017,0,0.015,N,non-PAs,N
1492,2017,2017,0,0.015,N,non-PAs,N
1493,2017,2017,0,0.015,N,non-PAs,N
1494,2017,2017,0,0.015,N,non-PAs,N
1495,2017,2017,0,0.015,N,non-PAs,N
1496,2017,2017,0,0.015,N,non-PAs,N
1497,2017,2017,0,0.015,N,non-PAs,N
1498,2017,2017,0,0.015,N,non-PAs,N
1499,2017,2017,0,0.015,N,non-PAs,N
