GRIDCODE,POLY_AREA,year,DistMark
1,0.002343522,2015,380
1,0.000781171,2015,380
1,0.000781169,2015,380
1,0.004687028,2015,380
1,0.000781164,2015,379
1,0.000781161,2015,380
1,0.000781024,2015,383
1,0.000781023,2015,383
1,0.000780779,2015,344
1,0.000780659,2015,390
1,0.009367817,2015,390
1,0.000780599,2015,391
1,0.000780597,2015,391
1,0.003122386,2015,391
1,0.000780583,2015,391
1,0.30510175,2015,391
1,0.000780581,2015,391
1,0.000780576,2015,391
1,0.017119023,2015,392
1,0.000780567,2015,392
1,0.002341682,2015,392
1,0.000780558,2015,392
1,0.000780556,2015,392
1,0.000780558,2015,393
1,0.000780512,2015,392
1,0.000467802,2015,393
1,0.000780419,2015,396
1,0.000328945,2015,396
1,0.00196587,2015,396
1,0.000780409,2015,395
1,0.021071265,2015,396
1,0.003902031,2015,396
1,0.010925591,2015,396
1,0.000780377,2015,396
1,0.000780361,2015,396
1,0.001560718,2015,396
1,0.000780358,2015,396
1,0.000780356,2015,396
1,0.006242647,2015,397
1,0.004681936,2015,397
1,0.000780318,2015,397
1,0.000780317,2015,397
1,0.005462096,2015,397
1,0.006240237,2015,404
1,0.005460135,2015,405
1,0.001560002,2015,405
1,0.002339984,2015,405
1,0.001559979,2015,405
1,0.001559966,2015,405
1,0.028859551,2015,405
1,0.002328663,2015,406
1,0.000779963,2015,406
1,0.006239707,2015,406
1,0.001559915,2015,406
1,0.010919443,2015,406
1,0.000779954,2015,406
1,0.015598942,2015,406
1,0.001559887,2015,406
1,0.000779942,2015,406
1,0.000277504,2015,407
1,0.007323285,2015,407
1,0.002339503,2015,408
1,0.00077983,2015,408
1,0.001559661,2015,408
1,0.000779831,2015,408
1,0.002724508,2015,409
1,7.15E-05,2015,409
1,0.00024636,2015,409
1,0.003898965,2015,409
1,0.012431933,2015,409
1,0.000779785,2015,409
1,0.002339353,2015,409
1,0.001559514,2015,410
1,0.03698003,2015,411
1,0.003898499,2015,411
1,0.000779642,2015,413
1,0.00077964,2015,413
1,0.000779632,2015,413
1,0.000779628,2015,413
1,0.002379803,2015,414
1,0.002151932,2015,414
1,0.002183687,2015,414
1,0.000779554,2015,415
1,0.01891851,2015,415
1,0.000298123,2015,416
1,0.000779521,2015,416
1,0.007086424,2015,416
1,0.000779511,2015,416
1,0.00077951,2015,416
1,0.000779508,2015,416
1,0.001559012,2015,416
1,0.010133575,2015,416
1,0.000779505,2015,416
1,0.000779499,2015,416
1,0.00077949,2015,416
1,0.001558974,2015,416
1,0.013251175,2015,416
1,0.000779458,2015,417
1,0.001558786,2015,418
1,0.003117562,2015,418
1,0.000779356,2015,417
1,0.000779369,2015,419
1,0.000779331,2015,419
1,0.00077933,2015,419
1,0.010131261,2015,419
1,0.046710331,2015,419
1,0.001558627,2015,419
1,0.00077931,2015,419
1,0.000779303,2015,419
1,0.002337896,2015,419
1,0.000779286,2015,420
1,0.001558554,2015,419
1,0.000779275,2015,419
1,0.001558553,2015,420
1,0.000779268,2015,420
1,0.010909826,2015,420
1,0.002337785,2015,420
1,0.001558511,2015,420
1,0.00077925,2015,420
1,0.095069011,2015,420
1,0.010909156,2015,421
1,0.000779233,2015,422
1,0.007012966,2015,421
1,0.00233764,2015,421
1,0.002337586,2015,423
1,0.000779184,2015,423
1,0.031420698,2015,423
1,0.000779177,2015,424
1,0.000779147,2015,424
1,0.000779136,2015,425
1,0.002337385,2015,425
1,0.002337374,2015,425
1,0.080247981,2015,423
1,0.002337283,2015,424
1,0.055492162,2015,423
1,0.00233721,2015,424
1,0.000779064,2015,425
1,0.002337166,2015,424
1,0.000779048,2015,424
1,0.000779049,2015,424
1,0.000779056,2015,425
1,0.007790462,2015,424
1,0.015580729,2015,424
1,0.00077903,2015,425
1,0.006232206,2015,425
1,0.000779026,2015,425
1,0.163945834,2015,425
1,0.001558048,2015,425
1,0.00389511,2015,425
1,0.055311372,2015,425
1,0.009348187,2015,425
1,0.000779016,2015,425
1,0.001558027,2015,425
1,0.039730652,2015,426
1,0.002337068,2015,426
1,0.000779018,2015,426
1,0.000779003,2015,426
1,0.090364774,2015,425
1,0.00077898,2015,426
1,0.000778978,2015,426
1,0.001557942,2015,426
1,0.000778921,2015,427
1,0.021809248,2015,428
1,0.000778894,2015,428
1,0.000778886,2015,428
1,0.00545217,2015,428
1,0.00077888,2015,428
1,0.024145149,2015,428
1,0.00389437,2015,428
1,0.000778865,2015,428
1,0.002336609,2015,429
1,0.000778871,2015,429
1,0.001703449,2015,429
1,0.001557727,2015,429
1,0.003115456,2015,429
1,0.00233659,2015,429
1,0.000778858,2015,429
1,0.000778861,2015,429
1,0.0015577,2015,429
