GRIDCODE,POLY_AREA,year,DistMark
1,0.000781225,2003,365
1,0.000781224,2003,365
1,0.004298436,2003,365
1,0.000781218,2003,364
1,0.000781213,2003,364
1,0.00078122,2003,366
1,0.000781215,2003,366
1,0.013273248,2003,364
1,0.002343636,2003,366
1,0.000781199,2003,363
1,0.000781199,2003,363
1,0.000781243,2003,380
1,0.004687175,2003,363
1,0.002343615,2003,366
1,0.000781203,2003,366
1,0.000781186,2003,363
1,0.000781184,2003,363
1,0.007030776,2003,366
1,0.00156246,2003,380
1,0.000781191,2003,366
1,0.000781187,2003,366
1,0.003124899,2003,380
1,0.00078117,2003,363
1,0.004686999,2003,363
1,0.000781217,2003,380
1,0.000781215,2003,380
1,0.014061222,2003,366
1,0.00078121,2003,380
1,0.001562309,2003,362
1,0.000781155,2003,362
1,0.000781155,2003,362
1,0.000781152,2003,362
1,0.004687246,2003,380
1,0.012498367,2003,362
1,0.013930043,2003,367
1,0.004686838,2003,362
1,0.003124613,2003,367
1,0.000781178,2003,380
1,0.006249053,2003,362
1,0.01093602,2003,367
1,0.000574992,2003,380
1,0.000781164,2003,379
1,0.000781129,2003,367
1,0.014841493,2003,367
1,0.000781148,2003,379
1,0.000781146,2003,379
1,0.000781141,2003,379
1,0.016403474,2003,367
1,0.000781165,2003,381
1,0.00077032,2003,368
1,0.001562272,2003,379
1,0.000781159,2003,381
1,0.001562262,2003,379
1,0.001562311,2003,381
1,0.000781098,2003,368
1,0.000775217,2003,382
1,0.000781096,2003,368
1,0.000781152,2003,382
1,0.00078114,2003,381
1,0.00078115,2003,382
1,0.003124553,2003,381
1,0.000781148,2003,382
1,0.001562271,2003,381
1,6.58E-05,2003,380
1,0.040154634,2003,368
1,0.005467555,2003,368
1,0.00078113,2003,382
1,0.001562261,2003,382
1,0.032698108,2003,380
1,0.000781087,2003,378
1,0.002343169,2003,368
1,0.052331296,2003,368
1,0.000781034,2003,361
1,0.010934699,2003,368
1,0.000495733,2003,369
1,0.007029415,2003,368
1,0.002051448,2003,369
1,0.000781088,2003,381
1,0.019568371,2003,360
1,0.000781035,2003,369
1,0.000781032,2003,369
1,0.009506111,2003,369
1,0.001562057,2003,369
1,0.000780909,2003,341
1,0.001562062,2003,369
1,0.000781054,2003,378
1,0.000781024,2003,369
1,0.000781002,2003,360
1,0.000781042,2003,378
1,0.000781001,2003,360
1,0.000781081,2003,383
1,0.031240744,2003,369
1,0.000780996,2003,360
1,0.000781075,2003,383
1,0.000781073,2003,383
1,0.000781071,2003,383
1,0.011715051,2003,369
1,0.000780997,2003,369
1,0.000780995,2003,369
1,0.000781055,2003,383
1,0.00078088,2003,341
1,0.001561737,2003,340
1,0.000781062,2003,383
1,0.000582449,2003,384
1,0.003904947,2003,369
1,0.000781042,2003,382
1,0.001562118,2003,384
1,0.366030178,2003,382
1,0.000781057,2003,384
1,0.00312418,2003,383
1,0.000780979,2003,369
1,0.00078098,2003,369
1,0.003904913,2003,369
1,0.000781042,2003,383
1,0.000780853,2003,340
1,0.000780854,2003,340
1,0.001561955,2003,369
1,0.000780978,2003,369
1,0.003124166,2003,383
1,0.000780851,2003,340
1,0.000781039,2003,383
1,0.000517034,2003,370
1,0.003123479,2003,342
1,0.001562073,2003,383
1,0.001562097,2003,384
1,0.000780865,2003,342
1,0.005909574,2003,370
1,0.007029295,2003,383
1,0.000780963,2003,370
1,0.084257427,2003,341
1,0.003123842,2003,370
1,0.007800153,2003,343
1,0.002342867,2003,370
1,0.074688364,2003,340
1,0.002342465,2003,339
1,0.000781009,2003,383
1,0.000780812,2003,339
1,0.010484584,2003,384
1,0.001561836,2003,370
1,0.001561884,2003,376
1,0.000780914,2003,370
1,0.00312393,2003,384
1,0.00078081,2003,343
1,0.001561871,2003,376
1,0.002342815,2003,376
1,0.000129712,2003,371
1,0.002342789,2003,376
1,0.001561943,2003,384
1,0.001561943,2003,384
1,0.000780927,2003,376
1,0.000780899,2003,371
1,0.000780986,2003,385
1,0.006247392,2003,376
1,0.001561787,2003,371
1,0.004685784,2003,384
1,0.00156183,2003,376
1,0.000780976,2003,385
1,0.001561823,2003,376
1,0.003904794,2003,384
1,0.00078091,2003,376
1,0.001561764,2003,371
1,0.000780954,2003,384
1,0.000780879,2003,371
1,0.00156107,2003,376
1,0.000780876,2003,371
1,0.000780904,2003,375
1,0.019466569,2003,344
1,0.000780902,2003,375
1,0.000780872,2003,371
1,0.000780946,2003,384
1,0.000780898,2003,375
1,7.82E-05,2003,385
1,0.002342684,2003,375
1,0.000780894,2003,375
1,0.000780939,2003,385
1,0.000780937,2003,385
1,0.010151562,2003,375
1,0.00078076,2003,344
1,0.002342602,2003,371
1,0.001561721,2003,371
1,0.000780862,2003,371
1,0.007808804,2003,375
1,0.000780875,2003,375
1,0.010931994,2003,371
1,0.025765135,2003,344
1,0.00702787,2003,375
1,0.000780922,2003,385
1,0.007027694,2003,371
1,0.000780867,2003,375
1,0.000448519,2003,372
1,0.000500189,2003,372
1,0.000780846,2003,372
1,0.008589263,2003,371
1,0.003018353,2003,372
1,0.001561687,2003,372
1,0.000780842,2003,372
1,0.000780909,2003,385
1,0.00078084,2003,372
1,0.000780705,2003,338
1,0.00078086,2003,375
1,0.035138633,2003,375
1,0.001561679,2003,372
1,0.000780858,2003,375
1,0.001561812,2003,385
1,0.000763045,2003,375
1,0.001561806,2003,385
1,0.001561666,2003,372
1,0.011712566,2003,372
1,0.002342475,2003,371
1,0.000780831,2003,372
1,0.000780834,2003,372
1,0.0007809,2003,385
1,0.004685516,2003,386
1,0.005103371,2003,374
1,0.000780828,2003,372
1,0.000153497,2003,386
1,0.00078084,2003,374
1,0.001561385,2003,338
1,0.003123591,2003,385
1,0.000465139,2003,386
1,0.002244087,2003,387
1,0.000780839,2003,374
1,0.001561656,2003,372
1,0.001561377,2003,338
1,0.000780812,2003,372
1,0.000780685,2003,338
1,0.007736926,2003,372
1,0.294316598,2003,338
1,0.001561643,2003,373
1,0.010931661,2003,374
1,0.010829106,2003,373
1,0.000780823,2003,374
1,0.001561647,2003,374
1,0.001561639,2003,374
1,0.004684808,2003,372
1,0.024474823,2003,386
1,0.000780875,2003,386
1,0.000780876,2003,386
1,0.000780806,2003,373
1,0.002342438,2003,374
1,0.005465553,2003,372
1,0.001561744,2003,386
1,0.003123143,2003,372
1,0.104725011,2003,373
1,0.000780794,2003,373
1,0.000780857,2003,386
1,0.003903889,2003,372
1,0.033577182,2003,386
1,0.000780695,2003,347
1,0.002342548,2003,386
1,0.000780688,2003,347
1,0.00078084,2003,387
1,0.001561356,2003,347
1,0.000780661,2003,347
1,0.000780657,2003,347
1,0.123702242,2003,347
1,0.000780651,2003,348
1,0.000780804,2003,387
1,0.001752161,2003,347
1,0.000530543,2003,388
1,0.000235593,2003,388
1,0.000780785,2003,388
1,0.000780788,2003,388
1,0.06269481,2003,336
1,0.001561256,2003,348
1,0.000213561,2003,349
1,0.002341668,2003,336
1,0.000780607,2003,348
1,0.026546304,2003,388
1,0.032290173,2003,349
1,0.000780605,2003,349
1,0.000780762,2003,388
1,0.005464241,2003,349
1,0.000780761,2003,388
1,0.001561201,2003,349
1,0.108122224,2003,388
1,0.000780756,2003,388
1,0.000780599,2003,349
1,0.002342251,2003,388
1,0.003122079,2003,335
1,0.00078062,2003,354
1,0.000780731,2003,388
1,0.002341525,2003,335
1,0.00156145,2003,389
1,0.000780724,2003,389
1,0.004683629,2003,354
1,0.000780594,2003,354
1,0.000780585,2003,354
1,0.000780691,2003,389
1,0.0015611,2003,353
1,0.723304672,2003,389
1,0.000780666,2003,390
1,0.00078066,2003,390
1,0.010148524,2003,390
1,0.001560793,2003,333
1,0.000780391,2003,333
1,0.00078062,2003,390
1,0.001561234,2003,390
1,1.13E-05,2003,391
1,0.000780611,2003,391
1,0.001560754,2003,333
1,0.001560748,2003,333
1,0.003903038,2003,391
1,0.003121494,2003,333
1,0.000780605,2003,391
1,0.001561251,2003,392
1,0.003122411,2003,391
1,0.007803677,2003,333
1,0.001561215,2003,391
1,0.000780603,2003,391
1,0.136479537,2003,391
1,0.012489546,2003,391
1,1.30E-05,2003,332
1,0.002341817,2003,392
1,0.002341769,2003,391
1,0.00256649,2003,332
1,0.0007806,2003,392
1,0.000780339,2003,332
1,0.000780591,2003,392
1,0.001561174,2003,392
1,0.000714437,2003,393
1,0.000780564,2003,391
1,0.003901633,2003,332
1,0.000780581,2003,393
1,0.000780557,2003,392
1,0.001561152,2003,393
1,0.002341666,2003,392
1,0.000780569,2003,393
1,0.000780567,2003,393
1,0.003902822,2003,393
1,0.001561081,2003,392
1,0.000780537,2003,392
1,0.000780535,2003,392
1,0.006244453,2003,393
1,0.001561107,2003,393
1,0.000780531,2003,392
1,0.000780527,2003,392
1,0.000780518,2003,392
1,0.021854507,2003,393
1,0.010637019,2003,393
1,0.000780482,2003,395
1,0.000780481,2003,395
1,0.000780479,2003,395
1,0.017169391,2003,395
1,0.040575965,2003,395
1,0.00095478,2003,396
1,0.008218127,2003,395
1,0.000780321,2003,397
1,0.000780317,2003,397
1,0.002341003,2003,398
1,0.00312132,2003,398
1,0.000780325,2003,398
1,0.000780329,2003,399
1,0.001560585,2003,397
1,0.000780278,2003,397
1,0.00017843,2003,397
1,0.000780276,2003,397
1,0.003121112,2003,397
1,0.000780274,2003,397
1,0.001560552,2003,398
1,0.000780267,2003,397
1,0.000257978,2003,398
1,0.000780284,2003,399
1,0.000780272,2003,398
1,0.040574702,2003,398
1,0.000780269,2003,398
1,1.220748583,2003,397
1,0.000780263,2003,398
1,0.000780246,2003,398
1,0.002340762,2003,398
1,0.001560507,2003,399
1,0.001560511,2003,399
1,0.006241989,2003,399
1,0.000168663,2003,399
