GRIDCODE,POLY_AREA,year,DistMark
1,0.005468229,2014,380
1,0.000781171,2014,380
1,0.001562338,2014,380
1,0.002206914,2014,380
1,0.019529345,2014,380
1,0.000781164,2014,379
1,0.001562333,2014,380
1,0.000781164,2014,380
1,0.000781161,2014,380
1,0.000780649,2014,390
1,0.010928958,2014,390
1,0.001561268,2014,390
1,0.00078061,2014,391
1,0.001561217,2014,391
1,0.000780605,2014,391
1,0.000780599,2014,391
1,0.000780602,2014,391
1,0.150611985,2014,391
1,0.000780597,2014,391
1,0.001561195,2014,391
1,0.000780596,2014,391
1,0.000780594,2014,391
1,0.001561193,2014,391
1,0.002341776,2014,391
1,0.002341764,2014,391
1,0.000780587,2014,391
1,0.002341719,2014,392
1,0.000780573,2014,392
1,0.000780567,2014,392
1,0.000780562,2014,392
1,0.000780552,2014,392
1,0.00312206,2014,393
1,0.00077986,2014,408
1,0.001559714,2014,408
1,0.000779854,2014,408
1,0.001559694,2014,408
1,0.00623879,2014,408
1,0.013256975,2014,408
1,0.001164867,2014,409
1,7.15E-05,2014,409
1,0.00024636,2014,409
1,0.000779804,2014,409
1,0.000779803,2014,409
1,0.010137252,2014,409
1,0.000779786,2014,409
1,0.001559545,2014,410
1,0.007017849,2014,410
1,0.000779753,2014,410
1,0.000779753,2014,410
1,0.000779751,2014,410
1,0.001559496,2014,410
1,0.060884858,2014,411
1,0.000779664,2014,412
1,0.000779662,2014,412
1,0.00077964,2014,413
1,0.007796385,2014,413
1,0.003118555,2014,413
1,0.000779636,2014,413
1,0.000779636,2014,413
1,0.000779632,2014,413
1,0.000779634,2014,413
1,0.000779628,2014,413
1,0.000779632,2014,413
1,0.000779628,2014,413
1,0.000779606,2014,414
1,0.004326354,2014,414
1,0.000779598,2014,414
1,0.000779596,2014,414
1,0.000779583,2014,414
1,0.000779581,2014,414
1,0.000779575,2014,414
1,0.028844374,2014,414
1,0.004106973,2014,415
1,9.27E-05,2014,416
1,0.007015519,2014,416
1,0.000779492,2014,416
1,0.004676887,2014,416
1,0.000779331,2014,419
1,0.055227838,2014,419
1,0.003896623,2014,419
1,0.001558627,2014,419
1,0.00077931,2014,419
1,0.000779303,2014,419
1,0.002337896,2014,419
1,0.000779286,2014,420
1,0.001558554,2014,419
1,0.000779275,2014,419
1,0.001558553,2014,420
1,0.009351266,2014,420
1,0.001558533,2014,420
1,0.000779255,2014,420
1,0.00077925,2014,420
1,0.102861459,2014,420
1,0.000779233,2014,422
1,0.012467599,2014,421
1,0.000779231,2014,422
1,0.000779232,2014,422
1,0.021038767,2014,421
1,0.000779199,2014,423
1,0.000779197,2014,423
1,0.000779194,2014,423
1,0.000779179,2014,424
1,0.000779177,2014,424
1,0.001558305,2014,424
1,0.00077915,2014,424
1,0.005454012,2014,424
1,0.00077914,2014,425
1,0.001558275,2014,425
1,0.000779138,2014,425
1,0.002337403,2014,425
1,0.000779136,2014,425
1,0.002337385,2014,425
1,0.001558189,2014,424
1,0.292699368,2014,423
1,0.00311628,2014,424
1,0.000778237,2014,229
1,0.002337166,2014,424
1,0.000779048,2014,424
1,0.000779049,2014,424
1,0.043626222,2014,424
1,0.00077903,2014,425
1,0.007790254,2014,425
1,0.000779026,2014,425
1,0.182643261,2014,425
1,0.001558048,2014,425
1,0.057648466,2014,425
1,0.029603332,2014,426
1,0.000779031,2014,426
1,0.000779016,2014,425
1,0.00233704,2014,425
1,0.001558062,2014,426
1,0.010906273,2014,426
1,0.001558022,2014,426
1,0.000779003,2014,426
1,0.000779,2014,426
1,0.000778995,2014,426
1,0.000778986,2014,426
1,0.050553935,2014,426
1,0.000778899,2014,428
1,0.000778884,2014,428
1,0.000778879,2014,428
1,0.000782646,2014,847
1,0.000778876,2014,428
1,0.000778878,2014,429
1,0.00078264,2014,847
1,0.000778872,2014,428
1,0.000778872,2014,428
1,0.000782633,2014,846
1,0.001557732,2014,428
1,0.000782626,2014,846
1,0.001565254,2014,846
1,8.54E-06,2014,429
1,0.002336577,2014,429
1,0.000778856,2014,429
1,0.0015577,2014,429
1,0.000778847,2014,429
1,0.000778838,2014,430
1,0.001557682,2014,430
1,0.000778836,2014,430
