GRIDCODE,POLY_AREA,year,DistMark
1,0.001562604,2004,380
1,0.000781224,2004,365
1,6.58E-05,2004,380
1,0.001562268,2004,382
1,0.000781135,2004,382
1,0.000781133,2004,382
1,0.007405439,2004,380
1,0.000781032,2004,369
1,0.001562056,2004,369
1,0.000781024,2004,369
1,0.003905403,2004,382
1,0.001562045,2004,369
1,0.00078102,2004,369
1,0.002343226,2004,382
1,0.001562126,2004,382
1,0.001562013,2004,369
1,0.001562121,2004,382
1,0.130863089,2004,382
1,0.006248422,2004,382
1,0.001486054,2004,369
1,0.000409035,2004,370
1,0.000781013,2004,383
1,0.001562023,2004,383
1,0.18391916,2004,383
1,0.003124031,2004,383
1,0.010934017,2004,383
1,0.000780998,2004,384
1,0.000780828,2004,343
1,0.001561979,2004,384
1,0.000780991,2004,384
1,0.010933858,2004,384
1,0.002342935,2004,384
1,0.005466818,2004,384
1,0.000780881,2004,371
1,0.000780879,2004,371
1,0.000780872,2004,371
1,0.000780862,2004,375
1,0.001561679,2004,372
1,0.003123341,2004,372
1,0.000780834,2004,372
1,0.00078084,2004,374
1,0.000780836,2004,374
1,0.000780834,2004,374
1,0.001561664,2004,374
1,0.00020614,2004,373
1,0.00078082,2004,373
1,0.001561643,2004,373
1,0.006112908,2004,373
1,0.003123266,2004,373
1,0.001561626,2004,373
1,0.000780811,2004,373
1,0.010150576,2004,373
1,0.002342427,2004,373
1,0.000780871,2004,386
1,0.009699525,2004,373
1,0.001561226,2004,354
1,0.000780607,2004,354
1,0.001561114,2004,393
1,0.000780553,2004,393
1,0.000780549,2004,393
1,0.000780544,2004,394
1,0.000780527,2004,393
1,0.000780542,2004,394
1,0.000780525,2004,393
1,0.00078054,2004,394
1,0.001561043,2004,393
1,0.001561074,2004,394
1,0.026537827,2004,393
1,0.000780528,2004,394
1,0.001561053,2004,394
1,0.003122067,2004,394
1,0.0007804,2004,396
1,0.001560791,2004,396
1,1.28E-05,2004,397
1,9.50E-05,2004,397
1,0.000780358,2004,397
1,0.002509443,2004,397
1,0.001560709,2004,397
1,0.000780355,2004,397
1,0.00312143,2004,397
1,0.001560706,2004,397
1,0.000389206,2004,397
1,0.001560688,2004,397
1,0.00078035,2004,397
1,0.000780353,2004,397
1,0.000780348,2004,397
1,0.00078034,2004,397
1,0.000780342,2004,397
1,0.002341018,2004,397
1,0.000780336,2004,397
1,0.000780337,2004,397
1,0.002340996,2004,397
1,0.020338991,2004,398
1,0.000780328,2004,397
1,0.000780328,2004,397
1,0.000780336,2004,398
1,0.000780334,2004,398
1,0.000780324,2004,397
1,0.000780325,2004,397
1,0.001560644,2004,397
1,0.002340964,2004,397
1,0.00312132,2004,398
1,0.001560639,2004,397
1,0.000780325,2004,398
1,0.000780314,2004,397
1,0.003121264,2004,397
1,0.000567481,2004,398
1,0.000780308,2004,397
1,0.000780307,2004,398
1,0.002340915,2004,397
1,0.000780302,2004,397
1,0.002990551,2004,398
1,0.000780303,2004,398
1,0.001560608,2004,398
1,0.000885441,2004,398
1,0.001560598,2004,398
1,0.0007803,2004,398
1,0.001560589,2004,398
1,0.000780284,2004,397
1,0.000780283,2004,398
1,7.46E-05,2004,398
1,0.00078028,2004,398
1,0.000780278,2004,398
1,0.000780274,2004,398
1,0.000780277,2004,398
1,0.000780272,2004,398
1,0.025749287,2004,398
1,0.00156053,2004,398
1,0.059768702,2004,398
1,0.001560527,2004,398
1,0.000780269,2004,398
1,0.000780259,2004,398
1,0.000780256,2004,398
1,0.000780263,2004,398
1,0.00078026,2004,398
1,0.001560503,2004,398
1,0.002340762,2004,398
1,0.001560507,2004,399
1,0.005461736,2004,399
1,0.000168663,2004,399
1,0.003120972,2004,399
1,0.001560481,2004,399
1,0.002340675,2004,399
1,0.001560448,2004,399
1,0.000780219,2004,399
1,0.00078022,2004,399
1,0.033670263,2004,399
1,0.000780218,2004,399
1,0.141221795,2004,399
1,0.001560433,2004,400
1,0.000780217,2004,400
1,0.058516107,2004,399
1,0.000780208,2004,399
1,0.001560411,2004,399
1,0.000780202,2004,399
1,0.003901015,2004,399
1,0.000780202,2004,401
1,0.000780078,2004,404
1,0.000780072,2004,404
1,0.00078007,2004,404
1,0.000780066,2004,404
1,0.001560112,2004,404
1,0.035103104,2004,404
1,0.000780055,2004,404
1,0.000780053,2004,404
1,0.001560101,2004,404
1,0.000780032,2004,405
1,0.080873864,2004,405
1,0.000780014,2004,405
1,0.000779986,2004,405
1,0.0038368,2004,406
1,0.001559662,2004,408
1,0.002339476,2004,408
1,0.001559654,2004,408
1,0.000779825,2004,408
1,0.000154148,2004,409
1,0.002339456,2004,408
1,0.002339423,2004,409
1,0.015099581,2004,409
1,0.001559603,2004,409
1,0.021834293,2004,409
1,0.004417928,2004,410
1,0.000779787,2004,410
1,0.001559568,2004,410
1,0.001559562,2004,410
1,0.007017958,2004,410
1,0.000779764,2004,410
1,0.000779769,2004,410
1,0.000779762,2004,410
1,0.001559535,2004,410
1,0.00077976,2004,410
